"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.969080209E0,-1.415883541E0,4.789161384E-1,-5.387620926E-1
3.973952448E0,-1.355561376E0,5.052030087E-1,-6.459388733E-1
3.978824688E0,-1.234301567E0,4.746381640E-1,-7.398681641E-1
3.983696928E0,-1.047418118E0,3.956032693E-1,-7.882823944E-1
3.988569167E0,-7.882979512E-1,2.239122093E-1,-7.768707275E-1
3.993441407E0,-4.823120832E-1,3.384259343E-2,-7.511272430E-1
3.998313646E0,-2.092792690E-1,-1.544680595E-1,-7.589006424E-1
4.003185886E0,3.149399161E-2,-3.240991831E-1,-7.786617279E-1
4.008058126E0,1.963312030E-1,-4.356755316E-1,-7.817144394E-1
4.012930365E0,3.257868588E-1,-5.094706416E-1,-6.843833923E-1
4.017802605E0,3.637330234E-1,-5.357840061E-1,-5.082607269E-1
4.022674844E0,3.757270873E-1,-4.797468781E-1,-2.785043716E-1
4.027547136E0,3.462667465E-1,-3.495044708E-1,-6.568717957E-2
4.032419376E0,3.633505106E-1,-1.495750993E-1,5.369853973E-2
4.037291615E0,3.695719242E-1,6.887429953E-2,1.096420288E-1
4.042163855E0,3.435912132E-1,2.976645529E-1,9.024620056E-2
4.047036094E0,2.121635675E-1,5.202522278E-1,2.665424347E-2
4.051908334E0,2.534270287E-2,7.306925654E-1,-2.611446381E-2
4.056780573E0,-2.240241468E-1,8.465559483E-1,-4.416370392E-2
4.061652813E0,-5.036944747E-1,8.583077192E-1,-5.502796173E-2
4.066525053E0,-8.205695152E-1,7.660617828E-1,-8.502197266E-2
4.071397292E0,-1.118028402E0,6.155038476E-1,-1.401147842E-1
4.076269532E0,-1.322681427E0,4.615951478E-1,-1.545295715E-1
4.081141771E0,-1.435584545E0,3.365089893E-1,-1.127786636E-1
4.086014063E0,-1.448771715E0,2.425410599E-1,-2.328586578E-2
4.090886303E0,-1.379231930E0,2.035308629E-1,8.879089355E-2
4.095758542E0,-1.229475021E0,2.180722654E-1,1.648502350E-1
4.100630782E0,-1.007892966E0,2.322085500E-1,2.288494110E-1
4.105503021E0,-8.007229567E-1,3.042412996E-1,3.250513077E-1
4.110375261E0,-5.991615057E-1,3.609743118E-1,3.948602676E-1
4.115247501E0,-4.202841520E-1,4.416716695E-1,4.024591446E-1
4.120119740E0,-2.240509987E-1,4.899867177E-1,2.845468521E-1
4.124991980E0,-8.589309454E-2,5.787400603E-1,1.117849350E-1
4.129864219E0,3.768518567E-2,6.622470617E-1,-2.370834351E-2
4.134736459E0,1.129960418E-1,6.747344732E-1,-1.004524231E-1
4.139608698E0,1.277104616E-1,6.495779753E-1,-1.173133850E-1
4.144480938E0,1.064130962E-1,5.472350121E-1,-6.239128113E-2
4.149353178E0,2.625694871E-2,3.891718686E-1,-1.707458496E-2
4.154225469E0,-4.916417599E-2,2.065583467E-1,7.123947144E-4
4.159097709E0,-1.526688486E-1,3.518681601E-2,-3.053760529E-2
4.163969948E0,-3.236362338E-1,-6.773144007E-2,-1.751232147E-2
4.168842188E0,-5.306937695E-1,-1.082192212E-1,4.454040527E-2
4.173714428E0,-7.432090044E-1,-1.068526655E-1,9.937477112E-2
4.178586667E0,-9.448742867E-1,-9.111089259E-2,1.171216965E-1
4.183458907E0,-1.085635781E0,-3.938012570E-2,7.631015778E-2
4.188331146E0,-1.145262837E0,5.532315373E-2,-8.518981934E-2
4.193203386E0,-1.163167715E0,1.822977513E-1,-2.871589661E-1
4.198075626E0,-1.195026159E0,2.793097198E-1,-4.375028610E-1
4.202947865E0,-1.165762663E0,3.213880658E-1,-4.980201721E-1
4.207820105E0,-1.066252947E0,2.979473770E-1,-5.166358948E-1
4.212692396E0,-9.267063141E-1,2.188122123E-1,-5.113286972E-1
4.217564636E0,-7.616505027E-1,9.870710969E-2,-4.785366058E-1
4.222436876E0,-6.056714058E-1,-3.719132766E-2,-3.776473999E-1
4.227309115E0,-5.103110075E-1,-1.755766273E-1,-2.338466644E-1
4.232181355E0,-4.114560485E-1,-2.981978357E-1,-1.225004196E-1
4.237053594E0,-3.176955581E-1,-3.464426696E-1,-5.671310425E-2
4.241925834E0,-2.526568174E-1,-3.790028691E-1,-4.480361938E-2
4.246798073E0,-1.840521097E-1,-3.574810028E-1,-5.562305450E-2
4.251670313E0,-1.036182344E-1,-2.773062885E-1,-4.609680176E-2
4.256542553E0,-8.467594534E-2,-1.743018478E-1,2.081584930E-2
4.261414792E0,-6.592878699E-2,-6.285219640E-2,3.146171570E-2
4.266287032E0,-9.798671305E-2,1.520682871E-2,5.026817322E-3
4.271159271E0,-1.090539396E-1,9.690974653E-2,-1.300907135E-2
4.276031511E0,-1.215930283E-1,1.414013803E-1,3.235244751E-2
4.280903803E0,-7.322663069E-2,1.272239834E-1,6.213665009E-2
4.285776042E0,-1.169441640E-2,8.171853423E-2,3.929805756E-2
4.290648282E0,2.759978920E-2,1.081555337E-2,-4.566669464E-2
4.295520521E0,1.265758574E-1,-4.837447405E-2,-1.628007889E-1
4.300392761E0,2.088467330E-1,-9.726527333E-2,-2.008771896E-1
4.305265001E0,1.978288740E-1,-1.716477573E-1,-1.635799408E-1
4.310137240E0,1.237148196E-1,-2.273262143E-1,-8.567523956E-2
4.315009480E0,1.594723016E-2,-2.592654824E-1,1.485729218E-2
4.319881719E0,-9.429086745E-2,-2.255929559E-1,7.462215424E-2
4.324753959E0,-1.942868531E-1,-1.789807379E-1,5.062675476E-2
4.329626198E0,-2.351795435E-1,-8.944347501E-2,6.970405579E-2
4.334498438E0,-2.414619327E-1,-2.522706240E-2,9.713459015E-2
4.339370678E0,-2.156830132E-1,-1.744431257E-2,9.584617615E-2
4.344242969E0,-1.620968133E-1,-9.590023756E-2,2.761459351E-2
4.349115209E0,-5.706144124E-2,-2.268823087E-1,-1.038951874E-1
4.353987448E0,5.972923711E-2,-3.744311631E-1,-2.639360428E-1
4.358859688E0,1.079272628E-1,-5.252125263E-1,-3.958358765E-1
4.363731928E0,7.441590726E-2,-6.746892333E-1,-5.028848648E-1
4.368604167E0,-5.693664774E-3,-7.360717058E-1,-4.914999008E-1
4.373476407E0,-9.357023984E-2,-7.315610051E-1,-3.258638382E-1
4.378348646E0,-1.543398499E-1,-6.996334195E-1,-1.295404434E-1
4.383220886E0,-1.857296228E-1,-5.788917542E-1,-4.286384583E-2
4.388093126E0,-2.425168008E-1,-4.211533666E-1,-8.201599121E-4
4.392965365E0,-3.190026283E-1,-2.065834105E-1,3.970527649E-2
4.397837605E0,-3.916066289E-1,-4.134321213E-2,9.177875519E-2
4.402709844E0,-4.605380893E-1,4.155643284E-2,2.063379288E-1
4.407582084E0,-4.709478617E-1,6.785345078E-2,2.688846588E-1
4.412454323E0,-4.226661921E-1,3.213778138E-2,2.632331848E-1
4.417326615E0,-2.725834846E-1,-5.632966757E-3,2.552461624E-1
4.422198855E0,-1.065855324E-1,-3.951826692E-2,2.556304932E-1
4.427071094E0,1.561334729E-2,-5.848542601E-2,2.215738297E-1
4.431943334E0,2.084892392E-1,-8.043913543E-2,1.616678238E-1
4.436815573E0,4.741106629E-1,-3.401528299E-2,7.850551605E-2
4.441687813E0,7.590853572E-1,-5.192130804E-3,-3.364658356E-2
4.446560053E0,1.003027558E0,3.905624151E-3,-1.424922943E-1
4.451432292E0,1.174275279E0,-6.832659245E-2,-1.958332062E-1
4.456304532E0,1.297577620E0,-1.204104424E-1,-1.775178909E-1
4.461176771E0,1.366014242E0,-1.964268982E-1,-2.525043488E-2
4.466049011E0,1.383650541E0,-2.511051893E-1,1.660690308E-1
4.470921251E0,1.334033966E0,-3.121301532E-1,2.869119644E-1
4.475793490E0,1.219383240E0,-3.296588063E-1,3.093929291E-1
4.480665730E0,1.042742014E0,-2.924138904E-1,2.450370789E-1
4.485538021E0,8.238955140E-1,-2.388223708E-1,8.745193481E-2
4.490410261E0,5.579137802E-1,-1.263110191E-1,-5.099868774E-2
4.495282501E0,2.973973453E-1,3.619734943E-2,-1.621665955E-1
4.500154740E0,3.595057130E-2,2.114255428E-1,-3.198823929E-1
4.505026980E0,-2.183655053E-1,4.063737988E-1,-4.928989410E-1
4.509899219E0,-4.220703244E-1,5.806035399E-1,-4.935312271E-1
4.514771459E0,-5.479100347E-1,6.619476080E-1,-4.169988632E-1
4.519643698E0,-6.169213057E-1,7.294831872E-1,-3.648386002E-1
4.524515938E0,-6.261417866E-1,7.240421772E-1,-3.119230270E-1
4.529388178E0,-6.270506382E-1,6.699855924E-1,-2.855577469E-1
4.534260417E0,-5.983272791E-1,5.441324115E-1,-2.594051361E-1
4.539132657E0,-5.452584624E-1,3.410693109E-1,-1.800451279E-1
4.544004896E0,-4.713177681E-1,1.080045998E-1,-3.249549866E-2
4.548877136E0,-4.174256027E-1,-1.248210594E-1,7.701396942E-2
4.553749376E0,-3.677113652E-1,-2.597717941E-1,1.274271011E-1
4.558621615E0,-3.149707913E-1,-3.128532171E-1,1.809616089E-1
4.563493907E0,-2.299782634E-1,-2.370354831E-1,3.004980087E-1
4.568366146E0,-1.081575155E-1,-1.102491319E-1,4.130573273E-1
4.573238386E0,3.488816321E-3,8.735267818E-2,4.498414993E-1
4.578110626E0,8.847243339E-2,2.969915867E-1,4.862709045E-1
4.582982865E0,1.821973175E-1,5.197341442E-1,5.567731857E-1
4.587855105E0,2.974745929E-1,7.149483562E-1,6.420783997E-1
4.592727344E0,3.336706161E-1,8.696178198E-1,6.471118927E-1
4.597599584E0,3.007244468E-1,9.018954039E-1,6.188602448E-1
4.602471823E0,2.241781801E-1,8.279820681E-1,5.730400085E-1
4.607344063E0,1.011193097E-1,6.708180308E-1,5.525522232E-1
4.612216303E0,4.667546600E-2,4.935096800E-1,4.847841263E-1
4.617088542E0,7.519552112E-2,3.253648877E-1,3.926963806E-1
4.621960782E0,1.545086652E-1,1.693004966E-1,2.527532578E-1
4.626833021E0,2.587145269E-1,-3.772765398E-3,9.740161896E-2
4.631705261E0,3.624010086E-1,-1.456453055E-1,-8.273315430E-2
4.636577501E0,4.822733104E-1,-2.770418227E-1,-1.936731339E-1
4.641449792E0,6.029877067E-1,-3.864751458E-1,-2.751798630E-1
4.646322032E0,7.178690434E-1,-4.362923205E-1,-3.821105957E-1
4.651194271E0,7.783434391E-1,-4.805572629E-1,-4.465942383E-1
4.656066511E0,7.740564346E-1,-5.010782480E-1,-3.657083511E-1
4.660938751E0,7.809376717E-1,-5.001810193E-1,-1.513442993E-1
4.665810990E0,7.538707256E-1,-4.930263162E-1,7.548904419E-2
4.670683230E0,6.469709277E-1,-4.518430233E-1,1.330671310E-1
4.675555469E0,4.682401121E-1,-4.512389600E-1,1.379470825E-1
4.680427709E0,2.900061607E-1,-4.394142330E-1,1.938447952E-1
4.685299948E0,1.108451635E-1,-3.946479261E-1,2.409801483E-1
4.690172188E0,-5.532567576E-2,-3.380916119E-1,2.924766541E-1
4.695044428E0,-1.917969286E-1,-2.623612881E-1,2.723197937E-1
4.699916667E0,-3.088539243E-1,-2.053885460E-1,8.732986450E-2
4.704788907E0,-4.194891751E-1,-1.561615467E-1,-7.831478119E-2
4.709661146E0,-4.836179614E-1,-1.347127557E-1,-1.523666382E-1
4.714533386E0,-5.146151781E-1,-1.133952662E-1,-1.985111237E-1
4.719405678E0,-5.369043350E-1,-9.209539741E-2,-2.442808151E-1
4.724277917E0,-5.385561585E-1,-1.148124486E-1,-3.442745209E-1
4.729150157E0,-4.882808030E-1,-1.136677265E-1,-4.363031387E-1
4.734022396E0,-4.033420980E-1,-1.031250134E-1,-5.085611343E-1
4.738894636E0,-2.901606858E-1,-6.584909558E-2,-5.327129364E-1
4.743766876E0,-1.824661791E-1,-3.466613591E-3,-5.139093399E-1
4.748639115E0,-3.353521228E-3,1.263622791E-1,-5.035476685E-1
4.753511355E0,1.956069618E-1,2.195271999E-1,-5.157966614E-1
4.758383594E0,4.239458740E-1,2.607029080E-1,-5.279054642E-1
4.763255834E0,6.174150705E-1,2.051163018E-1,-5.505533218E-1
4.768128073E0,7.159241438E-1,6.429053843E-2,-5.575323105E-1
4.773000313E0,7.622532248E-1,-1.311694235E-1,-5.074357986E-1
4.777872553E0,7.982112765E-1,-3.652846813E-1,-3.532838821E-1
4.782744792E0,8.374710083E-1,-6.139248013E-1,-1.054840088E-1
4.787617032E0,8.420921564E-1,-8.246144056E-1,1.283111572E-1
4.792489271E0,8.461542130E-1,-1.004943728E0,1.511716843E-1
4.797361511E0,8.266698718E-1,-1.077904105E0,5.152511597E-2
4.802233803E0,7.333376408E-1,-1.075097322E0,-5.563926697E-2
4.807105990E0,6.274423599E-1,-9.734598398E-1,-9.784317017E-2
4.811978282E0,4.782070518E-1,-8.580767512E-1,-1.195497513E-1
4.816850521E0,3.318126798E-1,-7.015210390E-1,-9.719467163E-2
4.821722761E0,2.261918932E-1,-5.324153304E-1,-1.142444611E-1
4.826595001E0,1.712214500E-1,-3.352181613E-1,-2.154588699E-1
4.831467240E0,1.528681517E-1,-9.818145633E-2,-2.279996872E-1
4.836339480E0,1.645608544E-1,1.369738281E-1,-1.407365799E-1
4.841211719E0,1.442646980E-1,2.802137733E-1,-8.745098114E-2
4.846083959E0,1.571148783E-1,4.072164297E-1,-1.295719147E-1
4.850956198E0,1.928616762E-1,4.469641149E-1,-2.484817505E-1
4.855828438E0,2.592929006E-1,4.700273573E-1,-3.414373398E-1
4.860700678E0,3.757261932E-1,4.834879339E-1,-3.825263977E-1
4.865572917E0,4.790038466E-1,4.184256792E-1,-4.196605682E-1
4.870445157E0,6.161647439E-1,3.427837491E-1,-5.169649124E-1
4.875317396E0,7.254964113E-1,2.231087238E-1,-6.288223267E-1
4.880189636E0,8.072391748E-1,3.670352697E-2,-6.079111099E-1
4.885061876E0,8.168193698E-1,-1.615881622E-1,-4.244890213E-1
4.889934115E0,8.028570414E-1,-3.185352385E-1,-2.140569687E-1
4.894806407E0,7.724609971E-1,-4.559462368E-1,5.162525177E-2
4.899678646E0,7.057670355E-1,-5.434450507E-1,2.818555832E-1
4.904550886E0,6.008884907E-1,-5.720100403E-1,3.795871735E-1
4.909423126E0,4.355776608E-1,-5.327036381E-1,3.886518478E-1
4.914295365E0,2.542809844E-1,-3.691729605E-1,5.210590363E-1
4.919167605E0,-7.493956387E-2,-1.666640490E-1,5.609045029E-1
4.924039844E0,-4.941429794E-1,2.115623653E-2,5.030193329E-1
4.928912084E0,-8.855397105E-1,1.754387617E-1,5.903367996E-1
4.933784323E0,-1.198866963E0,3.201507032E-1,6.051311493E-1
4.938656563E0,-1.374858975E0,5.165678859E-1,4.297494888E-1
4.943528803E0,-1.431970000E0,7.113038898E-1,1.075191498E-1
4.948401042E0,-1.376129270E0,8.941718340E-1,-1.270265579E-1
4.953273282E0,-1.245421410E0,1.048959494E0,-2.632398605E-1
4.958145521E0,-1.089899302E0,1.177348495E0,-3.645868301E-1
4.963017761E0,-8.896089792E-1,1.253347874E0,-4.227123260E-1
4.967890001E0,-6.348617077E-1,1.233109236E0,-4.400463104E-1
4.972762240E0,-4.064841568E-1,1.140690565E0,-4.991197586E-1
4.977634480E0,-2.377703190E-1,1.012165070E0,-5.520505905E-1
4.982506719E0,-6.487275660E-2,8.125516772E-1,-6.394901276E-1
4.987379011E0,1.114437059E-1,5.294593573E-1,-7.255392075E-1
4.992251251E0,1.616460234E-1,2.017101943E-1,-7.683734894E-1
4.997123490E0,7.037180662E-2,-1.199590266E-1,-7.919778824E-1
5.001995730E0,-5.555773526E-2,-3.968201876E-1,-7.509784698E-1
5.006867969E0,-2.394895256E-1,-6.246727705E-1,-6.347284317E-1
5.011740209E0,-4.295191467E-1,-7.765554786E-1,-5.198650360E-1
5.016612448E0,-6.472543478E-1,-8.852283955E-1,-4.422779083E-1
5.021484688E0,-8.625217676E-1,-8.885867596E-1,-4.114866257E-1
5.026356928E0,-1.064939499E0,-8.643555641E-1,-4.955701828E-1
5.031229167E0,-1.240254045E0,-7.681891322E-1,-4.791736603E-1
5.036101407E0,-1.289624929E0,-5.617318153E-1,-4.939193726E-1
5.040973646E0,-1.230253696E0,-2.543846965E-1,-5.517053604E-1
5.045845886E0,-1.065071940E0,1.241967678E-1,-3.703203201E-1
5.050718126E0,-8.903223276E-1,5.491958261E-1,-5.528068542E-2
5.055590365E0,-7.189359665E-1,8.714958429E-1,1.983652115E-1
5.060462605E0,-5.670599937E-1,1.026912808E0,3.452529907E-1
5.065334844E0,-4.887424707E-1,9.930803776E-1,4.106101990E-1
5.070207084E0,-4.742714465E-1,8.312673569E-1,4.662704468E-1
5.075079323E0,-5.427151322E-1,5.835844874E-1,5.014801025E-1
5.079951615E0,-5.983073115E-1,2.631626427E-1,5.007181168E-1
5.084823855E0,-6.003677249E-1,-4.366481304E-2,4.209918976E-1
5.089696094E0,-5.808273554E-1,-3.068381548E-1,2.946987152E-1
5.094568334E0,-4.974632263E-1,-5.297416449E-1,2.091941833E-1
5.099440573E0,-4.114531875E-1,-7.814547420E-1,2.062807083E-1
5.104312813E0,-3.419138193E-1,-9.958980083E-1,2.583742142E-1
5.109185053E0,-3.093080819E-1,-1.133339167E0,3.391189575E-1
5.114057292E0,-3.030471802E-1,-1.150557280E0,3.050508499E-1
5.118929532E0,-1.208156645E-1,-9.157602787E-1,1.240739822E-1
5.123801771E0,2.912957221E-2,-9.431000948E-1,-1.110839844E-2
5.128674011E0,-1.538031846E-1,-8.651323318E-1,3.813743591E-2
5.133546251E0,-2.831212282E-1,-5.465965867E-1,2.978820801E-1
5.138418490E0,-3.052049577E-1,-2.760079801E-1,5.825271606E-1
5.143290730E0,-1.369320154E-1,-7.124140859E-2,7.772655487E-1
5.148162969E0,2.362938523E-1,3.331393003E-2,1.057990074E0
5.153035209E0,7.331533432E-1,6.390583515E-2,1.450919151E0
5.157907448E0,1.247942805E0,-1.070064306E-2,1.679782867E0
5.162779688E0,1.701933622E0,-2.515329123E-1,1.695823669E0
5.167651928E0,1.892117620E0,-5.403482318E-1,1.691829681E0
5.172524167E0,1.832740664E0,-8.297264576E-1,1.740734100E0
5.177396407E0,1.650483608E0,-1.090723276E0,1.869880676E0
5.182268698E0,1.394713998E0,-1.348381519E0,1.967877388E0
5.187140886E0,1.010341883E0,-1.611247540E0,1.838543892E0
5.192013178E0,5.569579005E-1,-1.835256100E0,1.585994720E0
5.196885417E0,1.935996115E-1,-1.991801500E0,1.350070000E0
5.201757657E0,-4.556342959E-2,-1.960101962E0,1.166460037E0
5.206629896E0,-2.263301909E-1,-1.775732756E0,1.046987534E0
5.211502136E0,-4.430674314E-1,-1.562266588E0,1.007167816E0
5.216374376E0,-7.496364713E-1,-1.373546004E0,9.597539902E-1
5.221246615E0,-1.120543838E0,-1.192772865E0,8.367452621E-1
5.226118855E0,-1.402992249E0,-8.963314891E-1,9.049968719E-1
5.230991094E0,-1.547392368E0,-5.921642780E-1,1.233737946E0
5.235863334E0,-1.574169874E0,-3.492263556E-1,1.383972168E0
5.240735573E0,-1.620159864E0,-2.600592375E-2,1.541284561E0
5.245607813E0,-1.687269330E0,4.935716391E-1,1.962707520E0
5.250480053E0,-1.862780929E0,1.110157132E0,2.408740997E0
5.255352292E0,-2.174045563E0,1.674269438E0,2.567272186E0
5.260224532E0,-2.477678061E0,2.194591045E0,2.390871048E0
5.265096771E0,-2.521416903E0,2.617386818E0,2.010360718E0
5.269969011E0,-2.171252728E0,2.889995575E0,1.445230484E0
5.274841251E0,-1.476388097E0,2.899652958E0,7.961950302E-1
5.279713490E0,-8.391836882E-1,2.394620180E0,1.195812225E-1
5.284585730E0,-2.925488055E-1,1.731674433E0,-2.450647354E-1
5.289457969E0,2.680691481E-1,9.582463503E-1,-4.535875320E-1
5.294330261E0,8.926354647E-1,1.991095245E-1,-8.158140182E-1
5.299202501E0,1.566680551E0,-4.106760621E-1,-1.240665436E0
5.304074740E0,2.160926819E0,-8.513334394E-1,-1.592980385E0
5.308946980E0,2.521294355E0,-1.122587204E0,-1.935085297E0
5.313819219E0,2.694992542E0,-1.190915346E0,-2.316132545E0
5.318691459E0,2.873305798E0,-1.081480980E0,-2.576051712E0
5.323563698E0,2.961564302E0,-7.995766401E-1,-2.405552387E0
5.328435938E0,2.779126883E0,-4.622122049E-1,-1.719281197E0
5.333308178E0,2.133247137E0,-1.458624601E-1,-9.256105423E-1
5.338180417E0,1.176843643E0,3.854155540E-2,-2.840614319E-1
5.343052657E0,1.874719560E-1,1.370063424E-1,1.399097443E-1
5.347924896E0,-8.024806380E-1,1.046842933E-1,4.064435959E-1
5.352797136E0,-1.571986914E0,-3.530001640E-2,6.520709991E-1
5.357669376E0,-2.104146719E0,-3.090699911E-1,8.158645630E-1
5.362541615E0,-2.471788645E0,-8.404155374E-1,8.346090317E-1
5.367413855E0,-2.843967438E0,-1.587648869E0,6.296577454E-1
5.372286094E0,-3.256947756E0,-2.305714130E0,2.157373428E-1
5.377158334E0,-3.628156662E0,-2.838431597E0,-1.844129562E-1
5.382030573E0,-3.841943026E0,-3.089354277E0,-5.192975998E-1
5.386902813E0,-3.860493660E0,-3.053217649E0,-9.084577560E-1
5.391775053E0,-3.706761360E0,-2.710182905E0,-1.409092903E0
5.396647292E0,-3.441447973E0,-2.076333284E0,-1.947995186E0
5.401519532E0,-2.966855526E0,-1.322945833E0,-2.208191872E0
5.406391823E0,-2.350909710E0,-5.266816616E-1,-1.900738716E0
5.411264063E0,-1.797472239E0,5.267807841E-2,-1.289519310E0
5.416136303E0,-1.479048610E0,3.965284526E-1,-6.608314514E-1
5.421008542E0,-1.308266163E0,5.540042520E-1,-5.191135406E-2
5.425880782E0,-1.177653790E0,6.191248894E-1,4.678153992E-1
5.430753021E0,-1.170110464E0,5.277225375E-1,9.222621918E-1
5.435625261E0,-1.272054672E0,1.976689547E-1,1.282677650E0
5.440497501E0,-1.513798237E0,-4.642037749E-1,1.561014175E0
5.445369740E0,-1.851072788E0,-1.437058926E0,1.799145699E0
5.450241980E0,-2.199855328E0,-2.549192667E0,2.039025307E0
5.455114219E0,-2.507993221E0,-3.644203901E0,2.259339333E0
5.459986459E0,-2.757372379E0,-4.440165997E0,2.316834450E0
5.464858698E0,-2.979408264E0,-4.713868141E0,2.034946442E0
5.469730938E0,-3.013761044E0,-4.324860096E0,1.613875389E0
5.474603178E0,-2.796732426E0,-3.465035677E0,1.243968010E0
5.479475417E0,-2.492558956E0,-2.347164869E0,1.055415154E0
5.484347657E0,-2.343987703E0,-1.173907876E0,1.031097412E0
5.489219896E0,-2.453976631E0,-4.486861825E-2,9.841966629E-1
5.494092136E0,-2.780301809E0,1.029910684E0,1.017461777E0
5.498964376E0,-3.119149446E0,2.076838017E0,1.119938850E0
5.503836615E0,-3.389532566E0,3.046845675E0,1.243546486E0
5.508708855E0,-3.604278326E0,3.819962502E0,1.151427269E0
5.513581094E0,-3.773088455E0,4.258339882E0,7.995691299E-1
5.518453334E0,-3.798462629E0,4.330520630E0,3.784294128E-1
5.523325573E0,-3.662946701E0,4.099267960E0,-4.250049591E-2
5.528197865E0,-3.332507610E0,3.579822302E0,-6.065073013E-1
5.533070105E0,-2.860567808E0,2.789991379E0,-1.242691040E0
5.537942344E0,-2.385563850E0,1.879447818E0,-1.849167347E0
5.542814584E0,-1.882623076E0,9.943577647E-1,-2.441271782E0
5.547686823E0,-1.341934681E0,2.257669568E-1,-2.936343670E0
5.552559063E0,-7.176649570E-1,-3.877254426E-1,-3.335740089E0
5.557431303E0,7.995319366E-2,-7.902297974E-1,-3.699553013E0
5.562303542E0,1.045049667E0,-9.223105907E-1,-4.183308125E0
5.567175782E0,1.901268721E0,-7.771792412E-1,-4.830910683E0
5.572048021E0,2.533831120E0,-4.296953678E-1,-5.320379257E0
5.576920261E0,2.832530975E0,3.651423752E-2,-5.317323208E0
5.581792501E0,2.848366261E0,6.284871697E-1,-4.969801903E0
5.586664740E0,2.718103886E0,1.391068816E0,-4.632443428E0
5.591536980E0,2.539424419E0,2.204991341E0,-4.468103409E0
5.596409219E0,2.157845259E0,2.928052902E0,-4.531661987E0
5.601281459E0,1.574626446E0,3.495477915E0,-4.686462402E0
5.606153698E0,8.696405292E-1,3.826022148E0,-4.951295853E0
5.611025938E0,3.297891617E-1,3.902153492E0,-5.330519676E0
5.615898178E0,9.101891518E-2,3.912022114E0,-5.619236469E0
5.620770417E0,8.207654953E-2,3.903941631E0,-5.819629192E0
5.625642657E0,2.934070826E-1,3.810765982E0,-6.022573471E0
5.630514896E0,7.364261746E-1,3.473716497E0,-6.326071739E0
5.635387136E0,1.404611826E0,2.892659187E0,-6.689297199E0
5.640259376E0,2.417386770E0,2.196797371E0,-6.741838455E0
5.645131615E0,3.685181379E0,1.510484695E0,-6.467821121E0
5.650003855E0,4.861830235E0,7.451903820E-1,-6.309080601E0
5.654876094E0,5.800981045E0,-5.673541129E-2,-6.200069427E0
5.659748334E0,6.541455269E0,-7.121931314E-1,-5.839894295E0
5.664620573E0,7.131209373E0,-1.028907180E0,-5.198100090E0
5.669492865E0,7.497714996E0,-1.183519483E0,-4.567977905E0
5.674365105E0,7.447257042E0,-1.362473607E0,-4.089275360E0
5.679237292E0,6.908892155E0,-1.457073092E0,-3.640795708E0
5.684109584E0,5.997124195E0,-1.316106796E0,-3.024957657E0
5.688981823E0,5.019164562E0,-9.739348888E-1,-2.124674797E0
5.693854063E0,4.139157295E0,-5.477313399E-1,-1.360858917E0
5.698726303E0,3.442919254E0,-1.447595358E-1,-9.325761795E-1
5.703598542E0,2.907788038E0,3.283879161E-1,-7.038145065E-1
5.708470782E0,2.502902746E0,8.109761477E-1,-7.240200043E-1
5.713343021E0,2.174925327E0,1.186249733E0,-9.243783951E-1
5.718215261E0,2.002773762E0,1.533815622E0,-1.037994385E0
5.723087501E0,2.084009886E0,1.884063721E0,-8.643407822E-1
5.727959740E0,2.390838623E0,2.217268467E0,-5.521793365E-1
5.732831980E0,2.938382626E0,2.360687256E0,-2.809686661E-1
5.737704219E0,3.475717068E0,2.210336685E0,9.274673462E-2
5.742576459E0,3.871496201E0,1.778502941E0,6.652994156E-1
5.747448698E0,4.119674683E0,1.012133241E0,1.464362144E0
5.752320938E0,4.409682751E0,-6.084039807E-3,2.192436218E0
5.757193178E0,4.761186600E0,-1.042462230E0,2.741538048E0
5.762065417E0,5.099152565E0,-1.924565196E0,3.154649734E0
5.766937657E0,5.355579376E0,-2.413019657E0,3.400779724E0
5.771809896E0,5.426252842E0,-2.421735048E0,3.349925995E0
5.776682136E0,5.313866138E0,-1.861323237E0,3.129394531E0
5.781554376E0,5.054957390E0,-8.713537455E-1,2.910399437E0
5.786426615E0,4.613418102E0,1.856117249E-1,2.743299484E0
5.791298855E0,4.006435394E0,1.031831503E0,2.770622253E0
5.796171094E0,3.158773422E0,1.398724198E0,3.097887993E0
5.801043334E0,2.099468946E0,1.257809401E0,3.623982430E0
5.805915573E0,1.063230872E0,7.477852702E-1,4.357946396E0
5.810787813E0,2.740210295E-1,5.774536729E-2,5.276062012E0
5.815660053E0,-8.054637909E-2,-6.039485931E-1,6.222540855E0
5.820532292E0,5.415821075E-2,-1.039675593E0,6.937471390E0
5.825404584E0,5.787019730E-1,-1.112805486E0,7.257843018E0
5.830276823E0,1.205521464E0,-7.991887331E-1,7.231068611E0
5.835149063E0,1.832851171E0,-1.441293061E-1,6.757734299E0
5.840021303E0,2.172757387E0,6.711601615E-1,6.324081421E0
5.844893542E0,2.220754385E0,1.306725025E0,5.719266891E0
5.849765782E0,2.162823439E0,1.873833776E0,5.113326073E0
5.854638021E0,1.863299847E0,2.104339123E0,4.844739914E0
5.859510261E0,1.344307184E0,1.790563107E0,4.624181747E0
5.864382501E0,7.634677887E-1,9.426920414E-1,4.388774872E0
5.869254740E0,3.207213879E-1,-1.968208551E-1,4.162853241E0
