"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.654984376E0,-2.493681014E-2,3.169079423E-1,-1.508827209E-1
9.659856563E0,6.617226452E-2,4.644860029E-1,1.420392990E-1
9.664728803E0,1.704500914E-1,5.570722818E-1,4.334096909E-1
9.669601042E0,3.258233666E-1,6.087225676E-1,7.124805450E-1
9.674473282E0,4.843255877E-1,6.260164976E-1,1.000791550E0
9.679345521E0,6.360830069E-1,5.833722353E-1,1.268446922E0
9.684217761E0,7.651966214E-1,5.150915384E-1,1.504703522E0
9.689090001E0,8.727115393E-1,4.026523530E-1,1.733509064E0
9.693962240E0,9.331490993E-1,2.721706629E-1,1.923770905E0
9.698834480E0,9.753134251E-1,1.554715186E-1,2.076732635E0
9.703706719E0,9.863170981E-1,7.762660086E-2,2.148200989E0
9.708578959E0,9.918543100E-1,3.717212379E-2,2.143065453E0
9.713451198E0,9.926128983E-1,9.376177937E-2,2.100881577E0
9.718323438E0,1.034332395E0,1.959794909E-1,2.049196243E0
9.723195678E0,1.102494478E0,2.757673860E-1,2.021490097E0
9.728067917E0,1.169434190E0,3.753503859E-1,2.005774498E0
9.732940157E0,1.229216576E0,4.434876144E-1,1.984099388E0
9.737812396E0,1.259176612E0,4.924157858E-1,1.943324089E0
9.742684636E0,1.266626477E0,5.092042089E-1,1.863150597E0
9.747556876E0,1.232421637E0,5.012507439E-1,1.726889610E0
9.752429115E0,1.216129422E0,4.459522069E-1,1.574058533E0
9.757301303E0,1.143561840E0,3.911659718E-1,1.432178497E0
9.762173542E0,1.034986258E0,3.608171940E-1,1.218741417E0
9.767045782E0,8.536832929E-1,3.153732717E-1,9.780788422E-1
9.771918021E0,6.312148571E-1,2.714819908E-1,7.484884262E-1
9.776790261E0,3.754559457E-1,2.074522823E-1,4.869308472E-1
9.781662501E0,8.203811198E-2,1.639519036E-1,2.436637878E-1
9.786534740E0,-1.865400523E-1,1.335981339E-1,4.737091064E-2
9.791406980E0,-4.401056170E-1,1.520707905E-1,-9.842109680E-2
9.796279219E0,-6.607291102E-1,1.536610126E-1,-2.236547470E-1
9.801151459E0,-8.228788376E-1,1.525234282E-1,-3.857240677E-1
9.806023698E0,-9.518707991E-1,1.405632347E-1,-5.188226700E-1
9.810895938E0,-1.064916849E0,1.250022352E-1,-5.703792572E-1
9.815768178E0,-1.161454082E0,7.032902539E-2,-5.811481476E-1
9.820640417E0,-1.197426081E0,5.464076996E-3,-6.002016068E-1
9.825512657E0,-1.233984828E0,-5.380313098E-2,-6.287212372E-1
9.830384896E0,-1.231109738E0,-1.165735722E-1,-6.511716843E-1
9.835257136E0,-1.185539722E0,-1.719034016E-1,-6.639909744E-1
9.840129376E0,-1.082369328E0,-2.061927319E-1,-6.600437164E-1
9.845001615E0,-9.864320755E-1,-2.514209747E-1,-6.704568863E-1
9.849873803E0,-8.955125809E-1,-2.833045125E-1,-6.533937454E-1
9.854746042E0,-8.288266659E-1,-2.561688721E-1,-6.136922836E-1
9.859618282E0,-7.734187841E-1,-1.877921522E-1,-5.370559692E-1
9.864490521E0,-7.292791605E-1,-1.332237422E-1,-4.629964828E-1
9.869362761E0,-7.142441273E-1,-7.934293151E-2,-4.477043152E-1
9.874235001E0,-7.078764439E-1,-3.681525588E-2,-4.480762482E-1
9.879107240E0,-6.929414272E-1,-2.125155926E-2,-4.736375809E-1
9.883979480E0,-6.501162052E-1,-3.255829215E-2,-4.980564117E-1
9.888851719E0,-5.838088989E-1,-7.338616252E-2,-5.248947144E-1
9.893723959E0,-5.320942998E-1,-1.103619337E-1,-5.194721222E-1
9.898596198E0,-4.134149253E-1,-1.520864964E-1,-5.308275223E-1
9.903468438E0,-2.709327340E-1,-1.388600022E-1,-5.828504562E-1
9.908340678E0,-1.315425932E-1,-1.391278207E-1,-6.419839859E-1
9.913212917E0,3.230717778E-2,-1.220024824E-1,-6.938638687E-1
9.918085157E0,1.383374929E-1,-7.946190238E-2,-7.325010300E-1
9.922957396E0,2.307263911E-1,-6.071203947E-2,-7.375879288E-1
9.927829636E0,2.647543550E-1,-2.650427818E-2,-7.163496017E-1
9.932701876E0,3.082919717E-1,1.575553417E-2,-7.058887482E-1
9.937574115E0,3.100292981E-1,9.092766047E-2,-7.049837112E-1
9.942446303E0,2.416674048E-1,1.880881488E-1,-7.315406799E-1
9.947318542E0,1.575365663E-1,2.842802703E-1,-7.317037582E-1
9.952190782E0,4.754927754E-2,3.711310625E-1,-6.899824142E-1
9.957063021E0,-4.756781459E-2,4.149574041E-1,-6.351156235E-1
9.961935261E0,-1.637578011E-1,4.695375562E-1,-5.659208298E-1
9.966807501E0,-2.554289699E-1,4.737688601E-1,-4.584989548E-1
9.971679740E0,-3.284418285E-1,4.503987134E-1,-3.463621140E-1
9.976551980E0,-3.864823282E-1,4.138933122E-1,-2.785367966E-1
9.981424219E0,-3.949331343E-1,3.500323594E-1,-2.179069519E-1
9.986296459E0,-3.232590258E-1,3.094415367E-1,-1.597099304E-1
9.991168698E0,-2.381493747E-1,2.253334522E-1,-1.457786560E-1
9.996040938E0,-1.368971467E-1,1.399149597E-1,-1.473550797E-1
1.000091318E1,-7.426992059E-2,8.445268869E-2,-1.488704681E-1
1.000578542E1,-1.544931531E-2,2.935555577E-2,-1.240243912E-1
1.001065766E1,6.014296412E-2,-3.107097745E-2,-7.284832001E-2
1.001552990E1,1.694875062E-1,-1.253317297E-1,1.181030273E-2
1.002040214E1,2.444768250E-1,-2.326914072E-1,1.526212692E-1
1.002527432E1,3.016823232E-1,-3.806723356E-1,3.279895782E-1
1.003014656E1,3.523907661E-1,-4.640121162E-1,5.306682587E-1
1.003501880E1,4.134010971E-1,-4.802404046E-1,7.342529297E-1
1.003989104E1,4.507535398E-1,-4.128426313E-1,9.279565811E-1
1.004476328E1,4.690569043E-1,-2.836717069E-1,1.060376167E0
1.004963552E1,4.323510826E-1,-9.646639228E-2,1.132773399E0
1.005450776E1,3.605704606E-1,1.556097865E-1,1.134440422E0
1.005938000E1,2.363296747E-1,4.280290008E-1,1.104877472E0
1.006425224E1,1.239424348E-1,7.192552090E-1,1.085950851E0
1.006912448E1,1.529419422E-2,9.789029956E-1,1.038212776E0
1.007399672E1,-9.425157309E-2,1.160087824E0,9.916028976E-1
1.007886896E1,-1.997560263E-1,1.255505085E0,9.293975830E-1
1.008374120E1,-2.867968678E-1,1.271142364E0,8.336915970E-1
1.008861344E1,-3.373546600E-1,1.219103336E0,7.248601913E-1
1.009348568E1,-3.056244254E-1,1.111223936E0,6.244716644E-1
1.009835792E1,-2.489169240E-1,9.391899109E-1,5.086193085E-1
1.010323016E1,-1.805211902E-1,7.258660793E-1,3.964471817E-1
1.010810234E1,-1.312661171E-1,4.988791645E-1,2.676429749E-1
1.011297458E1,-9.579390287E-2,2.713760138E-1,1.258525848E-1
1.011784682E1,-7.763409615E-2,7.463303208E-2,6.956100464E-3
1.012271906E1,-1.052017212E-1,-7.929342985E-2,-1.022138596E-1
1.012759130E1,-1.517824531E-1,-2.238035053E-1,-2.136077881E-1
1.013246354E1,-2.180886865E-1,-3.503386378E-1,-3.152484894E-1
1.013733578E1,-2.653706670E-1,-4.361194074E-1,-4.274530411E-1
1.014220802E1,-2.954326868E-1,-4.559804201E-1,-5.214862823E-1
1.014708026E1,-2.914826870E-1,-4.695536792E-1,-5.937919617E-1
1.015195250E1,-2.901561856E-1,-4.350515902E-1,-6.180706024E-1
1.015682474E1,-2.989888787E-1,-4.238805473E-1,-5.992040634E-1
1.016169698E1,-2.883829474E-1,-4.097294211E-1,-5.002002716E-1
1.016656922E1,-3.489220142E-1,-3.709613681E-1,-2.817602158E-1
1.017144146E1,-4.541989565E-1,-3.172660768E-1,1.406097412E-2
1.017631370E1,-6.361431479E-1,-2.270924449E-1,2.807064056E-1
1.018118594E1,-8.686481118E-1,-1.234318614E-1,4.416942596E-1
1.018605813E1,-1.093406200E0,1.643148065E-2,5.605001450E-1
1.019093036E1,-1.306854248E0,1.563754082E-1,6.826200485E-1
1.019580260E1,-1.470886827E0,2.865795195E-1,8.056650162E-1
1.020067484E1,-1.574962139E0,3.662420213E-1,8.674697876E-1
1.020554708E1,-1.635530710E0,3.966183960E-1,8.059692383E-1
1.021041932E1,-1.635166168E0,3.825241923E-1,7.122230530E-1
1.021529156E1,-1.603204727E0,3.180717826E-1,5.922880173E-1
1.022016380E1,-1.526069999E0,1.830732524E-1,4.952316284E-1
1.022503604E1,-1.408788443E0,2.100926638E-2,4.293746948E-1
1.022990828E1,-1.251520991E0,-1.512291133E-1,3.611927032E-1
1.023478052E1,-1.034886956E0,-2.784569860E-1,2.584161758E-1
1.023965276E1,-8.027583957E-1,-3.640254438E-1,1.366367340E-1
1.024452500E1,-5.992060900E-1,-3.826584816E-1,-1.129817963E-2
1.024939724E1,-4.157328308E-1,-3.713333309E-1,-1.674280167E-1
1.025426948E1,-2.593807876E-1,-3.264234662E-1,-3.162002563E-1
1.025914172E1,-1.230222583E-1,-2.657957077E-1,-4.492645264E-1
1.026401396E1,7.447004318E-4,-2.256312817E-1,-5.355358124E-1
1.026888615E1,9.879249334E-2,-1.759798676E-1,-5.882253647E-1
1.027375839E1,2.036396265E-1,-1.374233961E-1,-6.157283783E-1
1.027863063E1,2.950898707E-1,-1.005498171E-1,-6.551284790E-1
1.028350286E1,3.528980017E-1,-4.301160574E-2,-6.681365967E-1
1.028837510E1,3.725485206E-1,-1.224964857E-3,-6.619367599E-1
1.029324734E1,3.588452339E-1,3.403130174E-2,-6.018714905E-1
1.029811958E1,3.178246021E-1,2.289184928E-2,-4.891920090E-1
1.030299182E1,2.372150868E-1,2.239567041E-2,-3.072290421E-1
1.030786406E1,1.562272310E-1,6.316491961E-2,-1.636638641E-1
1.031273630E1,6.747812033E-2,1.197781265E-1,-1.098556519E-1
1.031760854E1,-6.606410444E-2,1.871086955E-1,-1.193780899E-1
1.032248078E1,-2.036458254E-1,2.089042962E-1,-1.479196548E-1
1.032735302E1,-3.519583941E-1,1.755544543E-1,-2.097835541E-1
1.033222526E1,-5.306886435E-1,1.122506559E-1,-2.642631531E-1
1.033709750E1,-6.679921746E-1,1.558044553E-2,-2.874517441E-1
1.034196974E1,-7.986733317E-1,-8.791249990E-2,-2.781982422E-1
1.034684193E1,-8.384047747E-1,-1.620356888E-1,-2.772073746E-1
1.035171417E1,-8.151403666E-1,-2.161018550E-1,-2.749156952E-1
1.035658641E1,-7.536522150E-1,-2.447010577E-1,-3.048429489E-1
1.036145865E1,-6.841473579E-1,-2.532339692E-1,-3.502426147E-1
1.036633089E1,-6.342257261E-1,-2.471800447E-1,-4.290513992E-1
1.037120313E1,-6.205168962E-1,-2.199976146E-1,-5.089759827E-1
1.037607536E1,-6.121903658E-1,-1.808725893E-1,-5.266857147E-1
1.038094761E1,-6.204383373E-1,-1.700898409E-1,-5.253334045E-1
1.038581984E1,-6.429210305E-1,-1.262755394E-1,-5.575761795E-1
1.039069208E1,-6.396353245E-1,-6.117469072E-2,-6.437005997E-1
1.039556432E1,-6.390157342E-1,1.917815208E-2,-7.262477875E-1
1.040043656E1,-5.847986937E-1,9.560352564E-2,-7.932682037E-1
1.040530880E1,-5.201977491E-1,1.392782927E-1,-8.447780609E-1
1.041018104E1,-4.142710567E-1,1.716470718E-1,-8.269968033E-1
1.041505328E1,-3.100202978E-1,1.563185453E-1,-7.973651886E-1
1.041992552E1,-2.492968440E-1,9.783101082E-2,-7.116451263E-1
1.042479771E1,-2.357102036E-1,2.097129822E-2,-6.511898041E-1
1.042966995E1,-2.258725464E-1,-3.058654070E-2,-6.015768051E-1
1.043454219E1,-2.449703217E-1,-9.781312943E-2,-5.663700104E-1
1.043941443E1,-2.318767905E-1,-1.513095498E-1,-5.455179214E-1
1.044428667E1,-2.512069345E-1,-2.067950964E-1,-5.437803268E-1
1.044915891E1,-2.788835168E-1,-2.500108480E-1,-5.778617859E-1
1.045403115E1,-3.074521124E-1,-3.180810511E-1,-6.034717560E-1
1.045890339E1,-3.978461921E-1,-3.237456083E-1,-6.182279587E-1
1.046377563E1,-5.439597964E-1,-2.871774733E-1,-6.376943588E-1
1.046864787E1,-6.857773662E-1,-2.453348637E-1,-6.618661880E-1
1.047352010E1,-7.904950380E-1,-1.565026641E-1,-7.050647736E-1
1.047839234E1,-8.735303879E-1,-5.853381753E-2,-7.684783936E-1
1.048326458E1,-9.203499556E-1,2.844959497E-2,-7.935028076E-1
1.048813682E1,-9.466416836E-1,7.244181633E-2,-7.443351746E-1
1.049300906E1,-9.275036454E-1,7.002079487E-2,-6.342287064E-1
1.049788130E1,-8.872994184E-1,2.263861895E-2,-4.584980011E-1
1.050275349E1,-8.358244896E-1,-9.787321091E-3,-2.507104874E-1
1.050762573E1,-7.152810097E-1,-8.574426174E-2,-2.887535095E-2
1.051249797E1,-5.887637734E-1,-2.481142581E-1,1.746788025E-1
1.051737021E1,-4.613343477E-1,-4.132138491E-1,3.109474182E-1
1.052224245E1,-3.704494238E-1,-6.085119247E-1,3.967332840E-1
1.052711469E1,-2.562305331E-1,-7.981524467E-1,4.811239243E-1
1.053198693E1,-1.794641018E-1,-9.652773142E-1,5.198850632E-1
1.053685917E1,-1.518487930E-1,-1.045232058E0,5.166606903E-1
1.054173141E1,-1.658980548E-1,-1.060560465E0,4.774751663E-1
1.054660365E1,-2.117879689E-1,-9.812962413E-1,4.011831284E-1
1.055147589E1,-2.506298125E-1,-8.278479576E-1,2.723083496E-1
1.055634813E1,-2.722868919E-1,-6.132204533E-1,7.538509369E-2
1.056122036E1,-2.990231216E-1,-4.090240300E-1,-7.591056824E-2
1.056609261E1,-3.091420531E-1,-1.851215661E-1,-1.506595612E-1
1.057096479E1,-3.035182059E-1,4.937168956E-2,-1.595144272E-1
1.057583703E1,-2.477345467E-1,2.786800563E-1,-9.706878662E-2
1.058070927E1,-1.224763989E-1,4.824528396E-1,-1.496124268E-2
1.058558151E1,2.406004071E-2,6.226875782E-1,3.323554993E-2
1.059045375E1,2.106730640E-1,7.088786960E-1,7.869243622E-2
1.059532599E1,3.951460719E-1,7.173925042E-1,1.677293777E-1
1.060019823E1,5.517843366E-1,6.959590316E-1,3.320217133E-1
1.060507047E1,6.826734543E-1,6.406399012E-1,5.199022293E-1
1.060994271E1,7.875411510E-1,5.643417835E-1,6.860570908E-1
1.061481495E1,8.928012848E-1,5.158166885E-1,7.875738144E-1
1.061968719E1,9.713030457E-1,4.787034988E-1,8.316030502E-1
1.062455943E1,9.898680449E-1,4.336645007E-1,7.990989685E-1
1.062943167E1,9.714409709E-1,4.081639349E-1,7.774295807E-1
1.063430391E1,8.602806330E-1,3.902651966E-1,7.139892578E-1
1.063917615E1,7.396935821E-1,3.798854351E-1,6.363534927E-1
1.064404833E1,6.052448750E-1,3.868284822E-1,5.744285583E-1
1.064892057E1,5.240303278E-1,4.087654948E-1,5.353679657E-1
1.065379281E1,5.225669146E-1,4.172803164E-1,4.856700897E-1
1.065866505E1,5.467094183E-1,4.055984020E-1,4.205417633E-1
1.066353729E1,5.692875981E-1,3.523063362E-1,3.615379333E-1
1.066840953E1,6.224007607E-1,3.308151662E-1,2.894973755E-1
1.067328177E1,6.847034097E-1,3.029955924E-1,2.104196548E-1
1.067815401E1,7.033120394E-1,2.955028713E-1,1.613521576E-1
1.068302625E1,7.296068668E-1,2.857171893E-1,1.326904297E-1
1.068789849E1,7.098748684E-1,2.893245816E-1,1.088628769E-1
1.069277073E1,6.692136526E-1,2.645444870E-1,7.312297821E-2
1.069764297E1,6.075766683E-1,2.938348651E-1,2.428913116E-2
1.070251521E1,4.688096941E-1,3.638579249E-1,-3.044319153E-2
1.070738745E1,3.594678640E-1,5.113882422E-1,-9.225177765E-2
1.071225964E1,2.299598455E-1,6.537275314E-1,-1.362380981E-1
1.071713188E1,1.005443931E-1,7.810738683E-1,-1.537008286E-1
1.072200412E1,4.173398018E-3,8.445925713E-1,-1.614770889E-1
1.072687636E1,-5.126726627E-2,8.421726227E-1,-1.726989746E-1
1.073174859E1,-8.157980442E-2,7.600134611E-1,-2.063207626E-1
1.073662083E1,-1.366164386E-1,6.378917694E-1,-2.490854263E-1
1.074149307E1,-2.291279137E-1,5.116972327E-1,-2.724132538E-1
1.074636531E1,-3.176394403E-1,3.567769527E-1,-3.037910461E-1
1.075123755E1,-3.904677927E-1,1.830645800E-1,-3.312931061E-1
1.075610979E1,-4.599147737E-1,-1.468956470E-2,-3.787317276E-1
1.076098203E1,-5.424002409E-1,-2.275119126E-1,-4.388294220E-1
1.076585427E1,-6.544214487E-1,-3.857412338E-1,-5.115213394E-1
1.077072651E1,-7.990708947E-1,-5.058757067E-1,-6.311502457E-1
1.077559875E1,-8.985875845E-1,-5.887964964E-1,-7.783517838E-1
1.078047099E1,-8.968088627E-1,-7.031929493E-1,-9.262742996E-1
1.078534318E1,-8.971076012E-1,-8.551211357E-1,-1.012039185E0
1.079021542E1,-9.528684616E-1,-9.675933123E-1,-1.047749519E0
1.079508766E1,-1.096816063E0,-9.886874557E-1,-1.086126328E0
1.079995990E1,-1.310668230E0,-8.895542622E-1,-1.097276688E0
1.080483214E1,-1.552650928E0,-7.169350386E-1,-1.105083466E0
1.080970438E1,-1.758275032E0,-4.339069724E-1,-1.070024490E0
1.081457662E1,-1.922666073E0,-1.889175475E-1,-9.538669586E-1
1.081944886E1,-2.021170378E0,-1.450017095E-2,-7.578887939E-1
1.082432109E1,-2.014888763E0,6.166362762E-2,-5.048923492E-1
1.082919333E1,-1.907604814E0,9.897211194E-2,-1.877231598E-1
1.083406557E1,-1.750621796E0,1.602728665E-1,1.099042892E-1
1.083893781E1,-1.567240834E0,1.730013192E-1,4.108181000E-1
1.084381005E1,-1.338623047E0,1.686142683E-1,6.935214996E-1
1.084868224E1,-1.115258217E0,1.485819966E-1,9.628458023E-1
1.085355448E1,-9.162796140E-1,8.216567338E-2,1.168606758E0
1.085842672E1,-6.700035334E-1,-1.712387800E-2,1.304913521E0
1.086329896E1,-4.730665386E-1,-1.068991572E-1,1.380224228E0
1.086817120E1,-2.592908442E-1,-2.152312994E-1,1.382658958E0
1.087304344E1,-9.755340219E-2,-2.922079265E-1,1.355351448E0
1.087791568E1,2.226066589E-2,-3.155039549E-1,1.282791138E0
1.088278792E1,7.792946696E-2,-2.867193818E-1,1.193728447E0
1.088766016E1,5.849999189E-2,-2.598479092E-1,1.098912239E0
1.089253240E1,-1.353359222E-2,-1.940375268E-1,1.001904488E0
1.089740464E1,-1.319605112E-1,-1.287465394E-1,8.823823929E-1
1.090227688E1,-2.329690158E-1,-6.134343892E-2,7.595176697E-1
1.090714912E1,-3.142937124E-1,-1.884784177E-2,6.488523483E-1
1.091202136E1,-3.586820066E-1,2.565703169E-2,5.515413284E-1
1.091689354E1,-3.592984080E-1,4.275946692E-2,4.675569534E-1
1.092176578E1,-2.856231034E-1,3.194002062E-2,3.669738770E-1
1.092663802E1,-2.052694857E-1,1.409597695E-2,2.725038528E-1
1.093151026E1,-1.235405207E-1,-7.764421403E-3,1.757373810E-1
1.093638250E1,-8.825051785E-2,-3.676536679E-2,1.029787064E-1
1.094125474E1,-1.301410198E-1,-6.057234108E-2,5.061817169E-2
1.094612698E1,-1.714269519E-1,-5.724265426E-2,9.053230286E-3
1.095099922E1,-2.529829741E-1,-5.754490197E-2,-2.260208130E-4
1.095587146E1,-3.053218126E-1,-3.738946468E-2,2.193450928E-5
1.096074370E1,-3.822253346E-1,-3.608423471E-2,4.998207092E-3
1.096561594E1,-3.974683881E-1,-7.123438269E-2,-8.018493652E-3
1.097048818E1,-4.250181913E-1,-1.379634589E-1,2.077674866E-2
1.097536042E1,-4.383678436E-1,-1.943756044E-1,8.894824982E-2
1.098023261E1,-4.482342005E-1,-2.560530305E-1,2.072095871E-1
1.098510484E1,-4.812508821E-1,-2.929968238E-1,3.671131134E-1
1.098997708E1,-4.838051200E-1,-3.292983174E-1,5.159921646E-1
1.099484932E1,-4.796347022E-1,-3.232053518E-1,6.335535049E-1
1.099972156E1,-4.899722934E-1,-3.058848083E-1,7.353954315E-1
1.100459380E1,-5.145867467E-1,-2.645072937E-1,8.263406754E-1
1.100946604E1,-4.917064905E-1,-1.800354421E-1,9.506196976E-1
1.101433828E1,-4.370257258E-1,-1.258094013E-1,1.069937706E0
1.101921052E1,-3.636546731E-1,-3.268872947E-2,1.165181160E0
1.102408276E1,-3.118224144E-1,7.264797390E-2,1.222063065E0
1.102895500E1,-2.225802541E-1,1.623051912E-1,1.257390022E0
1.103382724E1,-1.628223062E-1,2.574659884E-1,1.280760765E0
1.103869948E1,-1.147542894E-1,2.894318998E-1,1.274250984E0
1.104357172E1,-5.346265435E-2,3.010183573E-1,1.222342491E0
1.104844391E1,2.019971609E-3,2.679419518E-1,1.150200844E0
1.105331615E1,5.287680030E-2,1.650787294E-1,1.050675392E0
1.105818839E1,6.022447348E-2,1.188971549E-1,9.656715393E-1
1.106306063E1,6.250202656E-2,5.750116706E-2,8.724594116E-1
1.106793287E1,9.543299675E-3,4.722224548E-3,7.853965759E-1
1.107280510E1,-3.415590525E-2,-4.654865712E-2,6.530609131E-1
1.107767734E1,-7.821571827E-2,-1.058057696E-1,5.125703812E-1
1.108254958E1,-9.655225277E-2,-1.606760770E-1,3.794679642E-1
1.108742182E1,-1.096088886E-1,-1.976041347E-1,2.501573563E-1
1.109229406E1,-1.509853601E-1,-2.400968224E-1,1.545114517E-1
1.109716630E1,-2.075551748E-1,-2.505284846E-1,8.651161194E-2
1.110203854E1,-2.879042625E-1,-1.938953102E-1,5.447673798E-2
1.110691078E1,-3.565911055E-1,-1.571019590E-1,1.648712158E-2
1.111178302E1,-3.969691396E-1,-1.219173223E-1,-5.734729767E-2
1.111665521E1,-4.306700826E-1,-7.132408023E-2,-1.227531433E-1
1.112152745E1,-4.695587754E-1,-9.976491332E-3,-1.737623215E-1
1.112639969E1,-5.162281990E-1,4.206296802E-2,-2.044353485E-1
1.113127193E1,-5.539178848E-1,9.789249301E-2,-2.207689285E-1
1.113614417E1,-5.635270476E-1,1.120499969E-1,-2.156143188E-1
1.114101641E1,-5.059719682E-1,1.180374324E-1,-1.364154816E-1
1.114588865E1,-3.888136744E-1,8.688997477E-2,-2.990245819E-2
1.115076089E1,-2.875748873E-1,6.752222031E-2,7.997512817E-2
1.115563313E1,-2.105148435E-1,6.326298416E-2,1.573524475E-1
1.116050536E1,-1.373049617E-1,1.756653935E-2,2.190141678E-1
1.116537761E1,-1.047086120E-1,-3.619237989E-2,2.542381287E-1
1.117024979E1,-1.244081855E-1,-1.161523312E-1,2.989435196E-1
1.117512203E1,-1.304341555E-1,-2.415061295E-1,3.316059113E-1
1.117999427E1,-1.714983582E-1,-3.297810853E-1,3.355226517E-1
1.118486651E1,-1.849916577E-1,-4.061680734E-1,3.490095139E-1
1.118973875E1,-1.909356117E-1,-4.349032044E-1,3.493585587E-1
1.119461099E1,-2.082632184E-1,-4.207576811E-1,3.270282745E-1
1.119948323E1,-1.997957826E-1,-3.578272462E-1,2.736835480E-1
1.120435547E1,-1.809619665E-1,-2.796290815E-1,2.144746780E-1
1.120922771E1,-1.804385483E-1,-1.932107657E-1,1.613626480E-1
1.121409995E1,-1.715660691E-1,-1.643311083E-1,7.370662689E-2
1.121897219E1,-1.911685765E-1,-1.271053255E-1,-1.735210419E-2
1.122384443E1,-1.890271902E-1,-1.209624782E-1,-1.010532379E-1
1.122871662E1,-1.617735624E-1,-9.562899917E-2,-1.570920944E-1
1.123358886E1,-1.217174530E-1,-8.937957138E-2,-1.771497726E-1
1.123846109E1,-7.399478555E-2,-7.841206342E-2,-1.851968765E-1
1.124333333E1,-4.529932141E-2,-5.679590255E-2,-1.406202316E-1
1.124820557E1,-4.403635859E-2,-4.019454867E-2,-7.815837860E-2
1.125307781E1,-6.291148067E-2,-3.239738569E-2,-2.174091339E-2
1.125795005E1,-9.831321239E-2,-2.028357051E-2,3.102970123E-2
1.126282229E1,-1.573502421E-1,-3.030949458E-2,7.657623291E-2
1.126769453E1,-2.164320946E-1,-3.138987720E-2,1.495590210E-1
1.127256677E1,-2.567359209E-1,-1.289296243E-2,1.937351227E-1
1.127743901E1,-2.905845046E-1,-8.231272921E-3,1.862888336E-1
1.128231125E1,-3.021764755E-1,1.953646913E-2,1.444492340E-1
1.128718349E1,-2.961405516E-1,3.096502647E-2,5.427551270E-2
1.129205573E1,-2.843495011E-1,4.896002263E-2,-4.108810425E-2
1.129692792E1,-2.796629667E-1,6.410745531E-2,-1.570167542E-1
1.130180016E1,-2.986558676E-1,3.623796254E-2,-2.470436096E-1
1.130667240E1,-3.256708980E-1,-8.350191638E-4,-3.220682144E-1
1.131154464E1,-3.275054097E-1,-6.111638993E-2,-3.917160034E-1
1.131641688E1,-3.068015575E-1,-8.718064427E-2,-4.263610840E-1
1.132128912E1,-2.898772955E-1,-1.100588962E-1,-4.559707642E-1
1.132616136E1,-2.493399382E-1,-1.355758160E-1,-4.699020386E-1
1.133103359E1,-1.913641691E-1,-1.611222774E-1,-4.908437729E-1
1.133590583E1,-1.636931896E-1,-2.020392418E-1,-4.890651703E-1
1.134077807E1,-1.435329914E-1,-2.806904316E-1,-4.944314957E-1
1.134565031E1,-1.402148604E-1,-3.480117917E-1,-4.997558594E-1
1.135052250E1,-1.272352934E-1,-3.660779595E-1,-5.062065125E-1
1.135539479E1,-1.214226484E-1,-3.792656064E-1,-4.781694412E-1
1.136026698E1,-8.371597528E-2,-3.521470726E-1,-4.634208679E-1
1.136513922E1,-3.936684132E-2,-3.076503277E-1,-4.630384445E-1
1.137001146E1,2.328217030E-2,-2.448577285E-1,-4.401073456E-1
1.137488370E1,1.111004055E-1,-1.783979535E-1,-3.865156174E-1
1.137975594E1,1.975611448E-1,-1.000929549E-1,-2.942161560E-1
1.138462818E1,2.659679055E-1,-4.596605152E-2,-1.920299530E-1
1.138950042E1,3.329738677E-1,-9.107984602E-3,-1.275320053E-1
1.139437266E1,3.963706791E-1,3.056541830E-2,-1.407632828E-1
1.139924490E1,4.195593297E-1,7.415860891E-3,-2.025804520E-1
1.140411714E1,4.241789579E-1,-4.020123929E-2,-2.544164658E-1
1.140898938E1,4.130437970E-1,-1.254388988E-1,-2.951593399E-1
1.141386156E1,3.686490655E-1,-2.041170746E-1,-3.106517792E-1
1.141873380E1,3.224039674E-1,-2.598898411E-1,-3.212718964E-1
1.142360604E1,2.685912549E-1,-2.940896153E-1,-3.424854279E-1
1.142847828E1,2.467646599E-1,-3.126951456E-1,-3.635044098E-1
1.143335052E1,2.175727487E-1,-3.168613911E-1,-3.582105637E-1
1.143822276E1,2.002316117E-1,-2.863257527E-1,-3.588619232E-1
1.144309500E1,1.651850045E-1,-2.660956085E-1,-3.831996918E-1
1.144796724E1,1.676210761E-1,-2.106019258E-1,-4.404964447E-1
1.145283948E1,1.739611924E-1,-1.243875325E-1,-4.699277878E-1
1.145771172E1,2.478269935E-1,1.038892567E-2,-4.978599548E-1
1.146258396E1,3.428561091E-1,1.497624665E-1,-4.626054764E-1
1.146745620E1,4.925060868E-1,2.902101576E-1,-4.276447296E-1
1.147232844E1,6.353914738E-1,4.355059266E-1,-3.977422714E-1
1.147720063E1,7.620457411E-1,5.251616240E-1,-3.550510406E-1
1.148207287E1,8.441008925E-1,6.044596434E-1,-2.937469482E-1
1.148694510E1,8.711884022E-1,6.400446296E-1,-2.306098938E-1
1.149181734E1,8.446576595E-1,6.415039897E-1,-1.894130707E-1
1.149668958E1,7.580351233E-1,6.513793468E-1,-1.747198105E-1
1.150156182E1,6.856105328E-1,6.157711148E-1,-1.684980392E-1
1.150643406E1,6.050416231E-1,5.512462258E-1,-1.576099396E-1
1.151130630E1,5.260371566E-1,4.565283656E-1,-1.337852478E-1
