"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.630414740E0,-3.817795368E-4,-7.635590737E-5,5.344913807E-4
2.632850834E0,2.290677221E-4,2.367033157E-3,5.344913807E-4
2.635286980E0,1.450762269E-3,1.756185899E-3,1.145338640E-3
2.637723073E0,2.290677221E-4,1.756185899E-3,5.344913807E-4
2.640159219E0,-3.817795368E-4,1.145338640E-3,-7.635590737E-5
2.642595313E0,1.450762269E-3,-7.635590737E-5,-7.635590737E-5
2.645031459E0,8.399150101E-4,5.344913807E-4,-7.635590737E-5
2.647467605E0,1.450762269E-3,-1.298050396E-3,-6.872031372E-4
2.649903698E0,1.450762269E-3,5.344913807E-4,1.145338640E-3
2.652339844E0,1.450762269E-3,2.367033157E-3,-6.872031372E-4
2.654775938E0,8.399150101E-4,1.145338640E-3,-6.872031372E-4
2.657212084E0,-3.817795368E-4,-7.635590737E-5,-6.872031372E-4
2.659648178E0,2.290677221E-4,2.367033157E-3,5.344913807E-4
2.662084323E0,2.290677221E-4,-7.635590737E-5,-7.635590737E-5
2.664520417E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
2.666956563E0,2.290677221E-4,5.344913807E-4,-6.872031372E-4
2.669392709E0,-9.926267667E-4,5.344913807E-4,1.756185899E-3
2.671828803E0,-9.926267667E-4,-1.298050396E-3,-7.635590737E-5
2.674264948E0,-3.817795368E-4,-6.872031372E-4,-6.872031372E-4
2.676701042E0,-3.817795368E-4,5.344913807E-4,-6.872031372E-4
2.679137188E0,8.399150101E-4,5.344913807E-4,-7.635590737E-5
2.681573282E0,1.450762269E-3,-1.298050396E-3,-6.872031372E-4
2.684009428E0,-9.926267667E-4,5.344913807E-4,-7.635590737E-5
2.686445521E0,-2.214321401E-3,-1.298050396E-3,-7.635590737E-5
2.688881667E0,2.290677221E-4,-6.872031372E-4,-6.872031372E-4
2.691317813E0,1.450762269E-3,3.588727675E-3,-7.635590737E-5
2.693753907E0,-3.817795368E-4,5.344913807E-4,-1.298050396E-3
2.696190053E0,-3.817795368E-4,-1.298050396E-3,-1.298050396E-3
2.698626146E0,-3.817795368E-4,-6.872031372E-4,5.344913807E-4
2.701062292E0,-1.603474026E-3,-1.298050396E-3,5.344913807E-4
2.703498386E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
2.705934532E0,-2.214321401E-3,-2.519744914E-3,-7.635590737E-5
2.708370678E0,-1.603474026E-3,-6.872031372E-4,1.145338640E-3
2.710806771E0,-2.214321401E-3,-6.872031372E-4,-7.635590737E-5
2.713242917E0,2.290677221E-4,1.145338640E-3,-1.298050396E-3
2.715679011E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
2.718115157E0,8.399150101E-4,5.344913807E-4,-7.635590737E-5
2.720551251E0,2.290677221E-4,-6.872031372E-4,-7.635590737E-5
2.722987396E0,1.450762269E-3,-7.635590737E-5,5.344913807E-4
2.725423490E0,2.061609412E-3,1.756185899E-3,-7.635590737E-5
2.727859636E0,2.290677221E-4,-1.298050396E-3,-7.635590737E-5
2.730295782E0,-3.817795368E-4,-1.298050396E-3,-7.635590737E-5
2.732731876E0,-3.817795368E-4,5.344913807E-4,1.145338640E-3
2.735168021E0,2.290677221E-4,5.344913807E-4,1.145338640E-3
2.737604115E0,8.399150101E-4,-6.872031372E-4,-7.635590737E-5
2.740040261E0,1.450762269E-3,2.977880416E-3,5.344913807E-4
2.742476355E0,1.450762269E-3,5.344913807E-4,1.756185899E-3
2.744912501E0,1.450762269E-3,2.367033157E-3,-7.635590737E-5
2.747348646E0,2.290677221E-4,-6.872031372E-4,-7.635590737E-5
2.749784740E0,8.399150101E-4,5.344913807E-4,-7.635590737E-5
2.752220886E0,2.061609412E-3,2.977880416E-3,-7.635590737E-5
2.754656980E0,1.450762269E-3,5.344913807E-4,-1.298050396E-3
2.757093126E0,-3.817795368E-4,-7.635590737E-5,-7.635590737E-5
2.759529219E0,-9.926267667E-4,-1.298050396E-3,-1.908897655E-3
2.761965365E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
2.764401459E0,8.399150101E-4,1.145338640E-3,5.344913807E-4
2.766837605E0,-9.926267667E-4,-6.872031372E-4,-7.635590737E-5
2.769273751E0,-3.817795368E-4,5.344913807E-4,-7.635590737E-5
2.771709844E0,-3.817795368E-4,1.145338640E-3,-6.872031372E-4
2.774145990E0,-2.214321401E-3,-1.908897655E-3,-7.635590737E-5
2.776582084E0,1.450762269E-3,1.756185899E-3,-7.635590737E-5
2.779018230E0,-9.926267667E-4,-6.872031372E-4,-7.635590737E-5
2.781454323E0,-9.926267667E-4,5.344913807E-4,1.145338640E-3
2.783890469E0,-3.817795368E-4,5.344913807E-4,-1.298050396E-3
2.786326563E0,2.290677221E-4,-7.635590737E-5,-7.635590737E-5
2.788762709E0,2.290677221E-4,-6.872031372E-4,-2.519744914E-3
2.791198803E0,8.399150101E-4,5.344913807E-4,-7.635590737E-5
2.793634948E0,8.399150101E-4,5.344913807E-4,-1.298050396E-3
2.796071094E0,2.290677221E-4,-7.635590737E-5,-7.635590737E-5
2.798507188E0,-3.817795368E-4,1.145338640E-3,-7.635590737E-5
2.800943334E0,2.290677221E-4,-6.872031372E-4,-6.872031372E-4
2.803379428E0,8.399150101E-4,2.367033157E-3,5.344913807E-4
2.805815573E0,8.399150101E-4,1.145338640E-3,-7.635590737E-5
2.808251667E0,2.061609412E-3,1.756185899E-3,-1.298050396E-3
2.810687813E0,8.399150101E-4,1.756185899E-3,-7.635590737E-5
2.813123959E0,2.290677221E-4,5.344913807E-4,1.145338640E-3
2.815560053E0,-9.926267667E-4,-1.298050396E-3,-6.872031372E-4
2.817996198E0,-3.817795368E-4,-7.635590737E-5,-6.872031372E-4
2.820432292E0,2.290677221E-4,2.367033157E-3,-7.635590737E-5
2.822868438E0,2.290677221E-4,-6.872031372E-4,-6.872031372E-4
2.825304532E0,2.290677221E-4,-7.635590737E-5,1.756185899E-3
2.827740678E0,2.290677221E-4,-7.635590737E-5,1.145338640E-3
2.830176823E0,-9.926267667E-4,-7.635590737E-5,5.344913807E-4
2.832612917E0,2.290677221E-4,5.344913807E-4,-6.872031372E-4
2.835049063E0,-3.817795368E-4,-6.872031372E-4,5.344913807E-4
2.837485157E0,-1.603474026E-3,-6.872031372E-4,-6.872031372E-4
2.839921303E0,-9.926267667E-4,-1.298050396E-3,-7.635590737E-5
2.842357396E0,2.061609412E-3,5.344913807E-4,-7.635590737E-5
2.844793542E0,8.399150101E-4,5.344913807E-4,5.344913807E-4
2.847229636E0,-1.603474026E-3,-6.872031372E-4,-7.635590737E-5
2.849665782E0,-9.926267667E-4,-6.872031372E-4,5.344913807E-4
2.852101876E0,-9.926267667E-4,-1.908897655E-3,-6.872031372E-4
2.854538021E0,-2.214321401E-3,-3.130592173E-3,-7.635590737E-5
2.856974167E0,-1.603474026E-3,-3.741439432E-3,-7.635590737E-5
2.859410261E0,8.399150101E-4,-7.635590737E-5,5.344913807E-4
2.861846407E0,-9.926267667E-4,5.344913807E-4,5.344913807E-4
2.864282501E0,-3.817795368E-4,-7.635590737E-5,-7.635590737E-5
2.866718646E0,2.290677221E-4,-6.872031372E-4,-7.635590737E-5
2.869154740E0,-3.817795368E-4,-7.635590737E-5,2.977880416E-3
2.871590886E0,8.399150101E-4,-7.635590737E-5,-6.872031372E-4
2.874027032E0,2.290677221E-4,-6.872031372E-4,-6.872031372E-4
2.876463126E0,-9.926267667E-4,-1.298050396E-3,-6.872031372E-4
2.878899271E0,-3.817795368E-4,-1.298050396E-3,1.145338640E-3
2.881335365E0,-9.926267667E-4,5.344913807E-4,5.344913807E-4
2.883771511E0,-3.817795368E-4,-6.872031372E-4,-7.635590737E-5
2.886207605E0,2.290677221E-4,1.145338640E-3,-6.872031372E-4
2.888643751E0,2.290677221E-4,-7.635590737E-5,1.145338640E-3
2.891079844E0,-9.926267667E-4,1.145338640E-3,1.756185899E-3
2.893515990E0,-9.926267667E-4,-3.130592173E-3,-7.635590737E-5
2.895952084E0,-9.926267667E-4,-1.908897655E-3,-7.635590737E-5
2.898388230E0,2.290677221E-4,-7.635590737E-5,-1.298050396E-3
2.900824376E0,2.290677221E-4,-7.635590737E-5,1.756185899E-3
2.903260469E0,-1.603474026E-3,-1.298050396E-3,5.344913807E-4
2.905696615E0,-9.926267667E-4,-1.298050396E-3,-7.635590737E-5
2.908132709E0,-1.603474026E-3,-1.908897655E-3,-1.298050396E-3
2.910568855E0,2.290677221E-4,-6.872031372E-4,-6.872031372E-4
2.913004948E0,8.399150101E-4,1.145338640E-3,-6.872031372E-4
2.915441094E0,-3.817795368E-4,-1.298050396E-3,5.344913807E-4
2.917877240E0,8.399150101E-4,-7.635590737E-5,1.145338640E-3
2.920313334E0,8.399150101E-4,-7.635590737E-5,-7.635590737E-5
2.922749480E0,8.399150101E-4,-7.635590737E-5,-6.872031372E-4
2.925185573E0,8.399150101E-4,2.977880416E-3,-6.872031372E-4
2.927621719E0,1.450762269E-3,1.756185899E-3,1.756185899E-3
2.930057813E0,2.290677221E-4,5.344913807E-4,5.344913807E-4
2.932493959E0,8.399150101E-4,1.145338640E-3,-6.872031372E-4
2.934930105E0,-3.817795368E-4,5.344913807E-4,-7.635590737E-5
2.937366198E0,-3.817795368E-4,-7.635590737E-5,-6.872031372E-4
2.939802292E0,-1.603474026E-3,-7.635590737E-5,-1.298050396E-3
2.942238438E0,8.399150101E-4,1.756185899E-3,5.344913807E-4
2.944674584E0,1.450762269E-3,2.367033157E-3,1.145338640E-3
2.947110678E0,1.450762269E-3,1.756185899E-3,-7.635590737E-5
2.949546823E0,-9.926267667E-4,-7.635590737E-5,5.344913807E-4
2.951982917E0,2.290677221E-4,-6.872031372E-4,1.756185899E-3
2.954419063E0,2.290677221E-4,5.344913807E-4,-6.872031372E-4
2.956855157E0,8.399150101E-4,5.344913807E-4,-6.872031372E-4
2.959291303E0,-3.817795368E-4,-6.872031372E-4,-7.635590737E-5
2.961727396E0,-9.926267667E-4,-1.298050396E-3,-6.872031372E-4
2.964163542E0,8.399150101E-4,5.344913807E-4,-1.298050396E-3
2.966599688E0,8.399150101E-4,-7.635590737E-5,5.344913807E-4
2.969035782E0,2.290677221E-4,1.145338640E-3,1.145338640E-3
2.971471928E0,2.290677221E-4,-1.908897655E-3,-7.635590737E-5
2.973908021E0,-1.603474026E-3,-2.519744914E-3,-6.872031372E-4
2.976344167E0,-3.817795368E-4,-1.298050396E-3,-6.872031372E-4
2.978780261E0,8.399150101E-4,1.756185899E-3,5.344913807E-4
2.981216407E0,-3.817795368E-4,-1.298050396E-3,5.344913807E-4
2.983652553E0,8.399150101E-4,5.344913807E-4,1.756185899E-3
2.986088646E0,2.290677221E-4,-7.635590737E-5,5.344913807E-4
2.988524792E0,-9.926267667E-4,-1.908897655E-3,-7.635590737E-5
2.990960886E0,-9.926267667E-4,-1.298050396E-3,-1.298050396E-3
2.993397032E0,1.450762269E-3,5.344913807E-4,-6.872031372E-4
2.995833126E0,1.450762269E-3,1.145338640E-3,5.344913807E-4
2.998269271E0,2.061609412E-3,1.145338640E-3,-1.298050396E-3
3.000705365E0,2.290677221E-4,5.344913807E-4,1.145338640E-3
3.003141511E0,-9.926267667E-4,-6.872031372E-4,5.344913807E-4
3.005577657E0,1.450762269E-3,2.367033157E-3,-7.635590737E-5
3.008013751E0,-3.817795368E-4,2.367033157E-3,-1.298050396E-3
3.010449896E0,1.450762269E-3,2.977880416E-3,-6.872031372E-4
3.012885990E0,1.450762269E-3,1.145338640E-3,1.145338640E-3
3.015322136E0,-3.817795368E-4,-7.635590737E-5,5.344913807E-4
3.017758230E0,-3.817795368E-4,5.344913807E-4,-6.872031372E-4
3.020194376E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
3.022630469E0,8.399150101E-4,2.367033157E-3,-6.872031372E-4
3.025066615E0,2.672456671E-3,2.367033157E-3,-6.872031372E-4
3.027502761E0,2.290677221E-4,1.145338640E-3,5.344913807E-4
3.029938855E0,-9.926267667E-4,5.344913807E-4,5.344913807E-4
3.032375001E0,8.399150101E-4,5.344913807E-4,-6.872031372E-4
3.034811094E0,2.290677221E-4,-6.872031372E-4,-7.635590737E-5
3.037247240E0,2.290677221E-4,-6.872031372E-4,2.977880416E-3
3.039683334E0,-9.926267667E-4,-1.298050396E-3,1.145338640E-3
3.042119480E0,-3.817795368E-4,-7.635590737E-5,-6.872031372E-4
3.044555573E0,8.399150101E-4,-7.635590737E-5,-1.298050396E-3
3.046991719E0,-3.817795368E-4,-6.872031372E-4,-7.635590737E-5
3.049427865E0,-3.817795368E-4,-1.298050396E-3,-7.635590737E-5
3.051863959E0,-3.817795368E-4,-7.635590737E-5,-6.872031372E-4
3.054300105E0,-3.817795368E-4,-7.635590737E-5,1.145338640E-3
3.056736198E0,-1.603474026E-3,-1.298050396E-3,-6.872031372E-4
3.059172344E0,-9.926267667E-4,-1.908897655E-3,5.344913807E-4
3.061608438E0,1.450762269E-3,1.756185899E-3,-6.872031372E-4
3.064044584E0,-1.603474026E-3,-1.908897655E-3,-7.635590737E-5
3.066480678E0,2.290677221E-4,-6.872031372E-4,-1.908897655E-3
3.068916823E0,1.450762269E-3,5.344913807E-4,-6.872031372E-4
3.071352969E0,-3.817795368E-4,5.344913807E-4,-7.635590737E-5
3.073789063E0,-3.817795368E-4,-1.298050396E-3,1.145338640E-3
3.076225209E0,-3.817795368E-4,-1.298050396E-3,1.145338640E-3
3.078661303E0,2.290677221E-4,-7.635590737E-5,5.344913807E-4
3.081097448E0,2.061609412E-3,5.344913807E-4,1.145338640E-3
3.083533542E0,2.290677221E-4,1.145338640E-3,1.145338640E-3
3.085969688E0,8.399150101E-4,5.344913807E-4,1.145338640E-3
3.088405782E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
3.090841928E0,-3.817795368E-4,-6.872031372E-4,-7.635590737E-5
3.093278073E0,-3.817795368E-4,-1.298050396E-3,-1.908897655E-3
3.095714167E0,-3.817795368E-4,-1.298050396E-3,-1.908897655E-3
3.098150313E0,-3.817795368E-4,-1.908897655E-3,1.145338640E-3
3.100586407E0,2.290677221E-4,-7.635590737E-5,-7.635590737E-5
3.103022553E0,1.450762269E-3,-6.872031372E-4,-7.635590737E-5
3.105458646E0,1.450762269E-3,1.145338640E-3,-7.635590737E-5
3.107894792E0,2.061609412E-3,2.977880416E-3,-7.635590737E-5
3.110330938E0,8.399150101E-4,2.977880416E-3,1.756185899E-3
3.112767032E0,2.290677221E-4,1.145338640E-3,5.344913807E-4
3.115203178E0,-9.926267667E-4,-7.635590737E-5,-6.872031372E-4
3.117639271E0,2.290677221E-4,5.344913807E-4,-1.298050396E-3
3.120075417E0,-9.926267667E-4,-6.872031372E-4,-6.872031372E-4
3.122511511E0,-3.817795368E-4,-1.298050396E-3,-7.635590737E-5
3.124947657E0,2.290677221E-4,-7.635590737E-5,5.344913807E-4
3.127383751E0,2.290677221E-4,-6.872031372E-4,-7.635590737E-5
3.129819896E0,-9.926267667E-4,5.344913807E-4,2.367033157E-3
3.132255990E0,-3.817795368E-4,-1.298050396E-3,5.344913807E-4
3.134692136E0,1.450762269E-3,-6.872031372E-4,-7.635590737E-5
3.137128282E0,-3.817795368E-4,-6.872031372E-4,1.145338640E-3
3.139564376E0,-9.926267667E-4,5.344913807E-4,-7.635590737E-5
3.142000521E0,8.399150101E-4,2.367033157E-3,-6.872031372E-4
3.144436615E0,-3.817795368E-4,-6.872031372E-4,-7.635590737E-5
3.146872761E0,8.399150101E-4,1.756185899E-3,5.344913807E-4
3.149308855E0,-9.926267667E-4,-7.635590737E-5,5.344913807E-4
3.151745001E0,8.399150101E-4,1.145338640E-3,5.344913807E-4
3.154181094E0,2.290677221E-4,5.344913807E-4,-6.872031372E-4
3.156617240E0,1.450762269E-3,-7.635590737E-5,-1.298050396E-3
3.159053386E0,2.061609412E-3,1.756185899E-3,-1.908897655E-3
3.161489480E0,2.061609412E-3,2.977880416E-3,5.344913807E-4
3.163925626E0,1.450762269E-3,2.367033157E-3,1.145338640E-3
3.166361719E0,2.290677221E-4,5.344913807E-4,5.344913807E-4
3.168797865E0,-3.817795368E-4,-6.872031372E-4,-6.872031372E-4
3.171233959E0,2.061609412E-3,-7.635590737E-5,-7.635590737E-5
3.173670105E0,2.061609412E-3,1.756185899E-3,-1.298050396E-3
3.176106198E0,8.399150101E-4,4.199574701E-3,-1.298050396E-3
3.178542344E0,2.061609412E-3,6.032116711E-3,-7.635590737E-5
3.180978438E0,2.672456671E-3,8.475505747E-3,5.344913807E-4
3.183414584E0,2.061609412E-3,6.032116711E-3,-7.635590737E-5
3.185850730E0,2.061609412E-3,5.421269219E-3,5.344913807E-4
3.188286823E0,2.061609412E-3,7.253811229E-3,-1.298050396E-3
3.190722969E0,2.061609412E-3,6.032116711E-3,-6.872031372E-4
3.193159063E0,1.450762269E-3,2.977880416E-3,-1.298050396E-3
3.195595209E0,2.290677221E-4,2.977880416E-3,5.344913807E-4
3.198031303E0,2.061609412E-3,5.421269219E-3,-6.872031372E-4
3.200467448E0,3.894151188E-3,7.253811229E-3,5.344913807E-4
3.202903542E0,2.061609412E-3,4.810422193E-3,-1.298050396E-3
3.205339688E0,2.061609412E-3,4.810422193E-3,-7.635590737E-5
3.207775834E0,8.399150101E-4,4.199574701E-3,1.145338640E-3
3.210211928E0,3.283303929E-3,4.199574701E-3,-7.635590737E-5
3.212648073E0,2.672456671E-3,7.253811229E-3,-6.872031372E-4
3.215084167E0,1.450762269E-3,4.810422193E-3,5.344913807E-4
3.217520313E0,-3.817795368E-4,1.756185899E-3,-6.872031372E-4
3.219956407E0,-3.817795368E-4,5.344913807E-4,5.344913807E-4
3.222392553E0,-9.926267667E-4,-6.872031372E-4,-7.635590737E-5
3.224828646E0,8.399150101E-4,5.344913807E-4,1.756185899E-3
3.227264792E0,2.672456671E-3,6.642963737E-3,5.344913807E-4
3.229700938E0,2.672456671E-3,4.810422193E-3,-7.635590737E-5
3.232137032E0,8.399150101E-4,5.421269219E-3,-7.635590737E-5
3.234573178E0,3.283303929E-3,7.253811229E-3,-7.635590737E-5
3.237009271E0,3.894151188E-3,7.864658721E-3,-7.635590737E-5
3.239445417E0,3.283303929E-3,8.475505747E-3,-7.635590737E-5
3.241881511E0,3.283303929E-3,7.253811229E-3,2.367033157E-3
3.244317657E0,2.061609412E-3,4.810422193E-3,5.344913807E-4
3.246753751E0,1.450762269E-3,4.199574701E-3,-7.635590737E-5
3.249189896E0,8.399150101E-4,2.367033157E-3,1.145338640E-3
3.251625990E0,3.283303929E-3,3.588727675E-3,1.145338640E-3
3.254062136E0,2.061609412E-3,4.199574701E-3,-7.635590737E-5
3.256498282E0,2.061609412E-3,3.588727675E-3,-7.635590737E-5
3.258934376E0,2.061609412E-3,4.199574701E-3,-1.298050396E-3
3.261370521E0,2.672456671E-3,6.642963737E-3,5.344913807E-4
3.263806615E0,3.894151188E-3,7.864658721E-3,-7.635590737E-5
3.266242761E0,4.504998680E-3,8.475505747E-3,-6.872031372E-4
3.268678855E0,4.504998680E-3,1.030804776E-2,-7.635590737E-5
3.271115001E0,5.726693198E-3,1.275143679E-2,5.344913807E-4
3.273551146E0,5.115845706E-3,1.152974181E-2,-6.872031372E-4
3.275987240E0,5.726693198E-3,1.030804776E-2,5.344913807E-4
3.278423386E0,3.894151188E-3,9.697199799E-3,5.344913807E-4
3.280859480E0,1.450762269E-3,5.421269219E-3,1.756185899E-3
3.283295626E0,-1.603474026E-3,-1.298050396E-3,-7.635590737E-5
3.285731719E0,-1.603474026E-3,-3.130592173E-3,-1.298050396E-3
3.288167865E0,-4.046862945E-3,-8.628217503E-3,-7.635590737E-5
3.290603959E0,-5.879404955E-3,-1.351499557E-2,1.145338640E-3
3.293040105E0,-8.322793990E-3,-1.656923257E-2,-7.635590737E-5
3.295476198E0,-1.015533600E-2,-1.962346770E-2,5.344913807E-4
3.297912344E0,-1.076618303E-2,-2.023431472E-2,-6.872031372E-4
3.300348490E0,-3.436015919E-3,-7.406522986E-3,5.344913807E-4
3.302784584E0,2.290677221E-4,3.588727675E-3,-7.635590737E-5
3.305220730E0,2.061609412E-3,3.588727675E-3,-6.872031372E-4
3.307656823E0,-2.825168660E-3,-6.184828468E-3,-1.298050396E-3
3.310092969E0,-7.101099472E-3,-1.351499557E-2,-1.908897655E-3
3.312529063E0,-7.711946499E-3,-1.290414855E-2,-6.872031372E-4
3.314965209E0,-2.825168660E-3,-6.184828468E-3,-1.298050396E-3
3.317401303E0,8.399150101E-4,2.367033157E-3,1.756185899E-3
3.319837448E0,8.399150101E-4,1.145338640E-3,-7.635590737E-5
3.322273542E0,-9.926267667E-4,-4.963133950E-3,-7.635590737E-5
3.324709688E0,-3.436015919E-3,-6.184828468E-3,1.756185899E-3
3.327145834E0,-1.603474026E-3,-4.963133950E-3,5.344913807E-4
3.329581928E0,2.290677221E-4,1.145338640E-3,-6.872031372E-4
3.332018073E0,2.290677221E-4,5.344913807E-4,-7.635590737E-5
3.334454167E0,2.290677221E-4,-1.908897655E-3,5.344913807E-4
3.336890313E0,-3.817795368E-4,-2.519744914E-3,1.145338640E-3
3.339326407E0,2.290677221E-4,-6.872031372E-4,1.145338640E-3
3.341762553E0,-3.817795368E-4,-7.635590737E-5,-7.635590737E-5
3.344198646E0,2.290677221E-4,5.344913807E-4,-6.872031372E-4
3.346634792E0,2.290677221E-4,-7.635590737E-5,-1.298050396E-3
3.349070938E0,2.290677221E-4,2.367033157E-3,5.344913807E-4
3.351507032E0,2.061609412E-3,2.977880416E-3,5.344913807E-4
3.353943178E0,8.399150101E-4,2.367033157E-3,5.344913807E-4
3.356379271E0,2.290677221E-4,-6.872031372E-4,5.344913807E-4
3.358815417E0,-3.817795368E-4,-1.908897655E-3,-7.635590737E-5
3.361251511E0,2.290677221E-4,-2.519744914E-3,5.344913807E-4
3.363687657E0,8.399150101E-4,-6.872031372E-4,-7.635590737E-5
3.366123751E0,-9.926267667E-4,-4.352286924E-3,-7.635590737E-5
3.368559896E0,-1.603474026E-3,-4.352286924E-3,-1.298050396E-3
3.370995990E0,-9.926267667E-4,-3.130592173E-3,-1.298050396E-3
3.373432136E0,2.290677221E-4,-1.908897655E-3,-6.872031372E-4
3.375868282E0,-3.817795368E-4,-2.519744914E-3,1.756185899E-3
3.378304376E0,-2.214321401E-3,-4.352286924E-3,-1.298050396E-3
3.380740521E0,-2.825168660E-3,-8.017370477E-3,-1.298050396E-3
3.383176615E0,-4.657710437E-3,-1.107160654E-2,-1.908897655E-3
3.385612761E0,-3.436015919E-3,-1.290414855E-2,-1.298050396E-3
3.388048855E0,-2.214321401E-3,-1.290414855E-2,-1.908897655E-3
3.390485001E0,-3.436015919E-3,-1.351499557E-2,-2.519744914E-3
3.392921094E0,-3.436015919E-3,-1.290414855E-2,-1.908897655E-3
3.395357240E0,-2.825168660E-3,-1.046075951E-2,-1.298050396E-3
3.397793334E0,-2.214321401E-3,-1.168245357E-2,-6.872031372E-4
3.400229480E0,-3.436015919E-3,-1.351499557E-2,-1.298050396E-3
3.402665626E0,-4.046862945E-3,-1.290414855E-2,-2.519744914E-3
3.405101719E0,-4.046862945E-3,-1.229330152E-2,5.344913807E-4
3.407537865E0,-1.603474026E-3,-1.046075951E-2,1.145338640E-3
3.409973959E0,-3.436015919E-3,-1.168245357E-2,2.977880416E-3
3.412410105E0,-4.657710437E-3,-8.628217503E-3,9.086352773E-3
3.414846198E0,-2.825168660E-3,1.091889478E-2,4.146125913E-2
3.417282344E0,2.061609412E-3,2.130329795E-2,5.367820337E-2
3.419718438E0,5.115845706E-3,1.145338640E-3,2.985516004E-2
3.422154584E0,-5.879404955E-3,-1.595838554E-2,8.475505747E-3
3.424590678E0,-1.015533600E-2,1.145338640E-3,-1.298050396E-3
3.427026823E0,-1.603474026E-3,1.030804776E-2,-6.184828468E-3
3.429462969E0,-1.137703005E-2,5.421269219E-3,1.145338640E-3
3.431899063E0,-1.809635013E-2,-1.901262067E-2,1.336228382E-2
3.434335209E0,-1.565296017E-2,-2.573194169E-2,2.374668792E-2
3.436771303E0,-9.544488043E-3,-6.184828468E-3,3.290939704E-2
3.439207448E0,-1.603474026E-3,-3.741439432E-3,5.123481527E-2
3.441643542E0,-7.711946499E-3,-2.389939874E-2,7.872293890E-2
3.444079688E0,-5.268557463E-3,-2.817532979E-2,9.582666308E-2
3.446515834E0,6.337540224E-3,-8.017370477E-3,1.037676781E-1
3.448951928E0,2.527380548E-2,-1.351499557E-2,1.086544544E-1
3.451388073E0,3.749075159E-2,-3.611634299E-2,1.208714023E-1
3.453824167E0,2.405211143E-2,-3.306210786E-2,1.471378356E-1
3.456260313E0,2.290677221E-4,6.642963737E-3,1.917296797E-1
3.458696407E0,-1.565296017E-2,3.229855001E-2,2.405974567E-1
3.461132553E0,-1.382041909E-2,-1.908897655E-3,2.912977934E-1
3.463568646E0,-2.725905925E-2,5.344913807E-4,3.511608243E-1
3.466004792E0,-2.825168660E-3,-3.245126083E-2,4.024719894E-1
3.468440938E0,1.244601328E-2,-9.849912487E-3,4.433987439E-1
3.470877032E0,3.077143058E-2,7.505785674E-2,4.623350203E-1
3.473313178E0,5.825955793E-2,1.410293579E-1,4.690543413E-1
3.475749271E0,8.941277117E-2,1.953947693E-1,4.629458785E-1
3.478185417E0,1.175117418E-1,2.436517030E-1,4.464530051E-1
3.480621511E0,1.376696974E-1,2.931303382E-1,4.250733256E-1
3.483057657E0,1.767639220E-1,3.236726820E-1,4.055262208E-1
3.485493751E0,1.541625708E-1,2.888543904E-1,3.725404739E-1
3.487929896E0,2.061609412E-3,1.758476496E-1,3.413872719E-1
3.490365990E0,-2.664821222E-2,1.269798726E-1,3.383330107E-1
3.492802136E0,2.405211143E-2,2.130329795E-2,3.462740481E-1
3.495238230E0,1.733279042E-2,-3.978142887E-2,3.291703165E-1
3.497674376E0,-4.008685052E-2,-2.519744914E-3,2.784699798E-1
3.500110521E0,-1.626380906E-2,7.253811229E-3,2.320456058E-1
3.502546615E0,2.893888950E-2,3.962871432E-2,1.856212169E-1
3.504982761E0,2.038702741E-2,6.650599837E-2,1.349208951E-1
3.507418855E0,4.504998680E-3,5.123481527E-2,1.031568274E-1
3.509855001E0,8.780929260E-3,3.718532622E-2,9.155073017E-2
3.512291094E0,5.726693198E-3,6.032116711E-3,9.155073017E-2
3.514727240E0,-7.101099472E-3,-1.229330152E-2,9.704835713E-2
3.517163334E0,-7.711946499E-3,-1.473669056E-2,1.019351333E-1
3.519599480E0,-2.825168660E-3,-1.168245357E-2,1.013242900E-1
3.522035626E0,-3.817795368E-4,-9.849912487E-3,1.049893722E-1
3.524471719E0,2.290677221E-4,-6.184828468E-3,1.098761484E-1
3.526907865E0,-3.436015919E-3,-1.107160654E-2,1.098761484E-1
3.529343959E0,-8.933641016E-3,-2.512109280E-2,1.074327603E-1
3.531780105E0,-8.322793990E-3,-4.650074616E-2,1.037676781E-1
3.534216198E0,-8.933641016E-3,-4.466820508E-2,9.888090193E-2
3.536652344E0,-8.933641016E-3,-3.978142887E-2,8.971819282E-2
3.539088438E0,-4.657710437E-3,-4.772244394E-2,8.116632700E-2
3.541524584E0,-4.657710437E-3,-5.566345528E-2,7.505785674E-2
3.543960678E0,-1.931804419E-2,-7.337802649E-2,7.017108053E-2
3.546396823E0,-2.725905925E-2,-9.170344472E-2,6.223006546E-2
3.548832969E0,-2.359397523E-2,-1.026986986E-1,4.756972939E-2
3.551269063E0,-2.603736520E-2,-1.289651245E-1,3.168770298E-2
3.553705209E0,-4.375193641E-2,-1.466796994E-1,1.824906096E-2
3.556141303E0,-6.452073902E-2,-1.705027372E-1,7.864658721E-3
3.558577448E0,-9.750649333E-2,-1.943257898E-1,2.367033157E-3
