"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.090347875E1,3.443651274E-2,9.460496902E-2,4.512634128E-2
1.090591484E1,7.047650218E-2,1.117086932E-1,2.863346599E-2
1.090835099E1,1.040730998E-1,1.257581860E-1,1.152974181E-2
1.091078708E1,1.321720779E-1,1.349208951E-1,-2.519744914E-3
1.091322323E1,1.590493619E-1,1.428619027E-1,-1.534753758E-2
1.091565932E1,1.840940863E-1,1.501920670E-1,-2.573194169E-2
1.091809542E1,2.030303627E-1,1.556897014E-1,-3.428380191E-2
1.092053156E1,2.207449228E-1,1.569113880E-1,-4.161396995E-2
1.092296766E1,2.347944081E-1,1.556897014E-1,-4.711159319E-2
1.092540380E1,2.464005202E-1,1.520246118E-1,-5.077667907E-2
1.092783990E1,2.543415129E-1,1.434727460E-1,-5.199837312E-2
1.093027604E1,2.586174607E-1,1.330883503E-1,-5.138752609E-2
1.093271214E1,2.610608339E-1,1.239256412E-1,-4.955498502E-2
1.093514828E1,2.610608339E-1,1.147629321E-1,-4.405735806E-2
1.093758438E1,2.573957741E-1,1.043785289E-1,-3.550549597E-2
1.094002052E1,2.531198263E-1,9.888090193E-2,-2.451024577E-2
1.094245662E1,2.476222068E-1,9.460496902E-2,-1.473669056E-2
1.094489276E1,2.378486544E-1,8.788564801E-2,1.756185899E-3
1.094732886E1,2.262425572E-1,7.933378965E-2,1.702736691E-2
1.094976495E1,2.140256017E-1,7.078192383E-2,3.413109109E-2
1.095220109E1,1.981435865E-1,6.100837141E-2,5.367820337E-2
1.095463719E1,1.834832430E-1,5.367820337E-2,7.383616269E-2
1.095707333E1,1.688229144E-1,4.695888236E-2,9.460496902E-2
1.095950943E1,1.523300409E-1,4.023956135E-2,1.159846261E-1
1.096194557E1,1.327829212E-1,3.168770298E-2,1.355317384E-1
1.096438167E1,1.120141149E-1,2.557922900E-2,1.575222313E-1
1.096681781E1,9.307785332E-2,2.252499200E-2,1.776801944E-1
1.096925391E1,7.230904698E-2,1.702736691E-2,1.972273141E-1
1.097169005E1,5.092938989E-2,1.702736691E-2,2.173852623E-1
1.097412615E1,3.077143058E-2,1.275143679E-2,2.381540686E-1
1.097656229E1,1.000262424E-2,1.519482583E-2,2.577011883E-1
1.097899839E1,-1.015533600E-2,1.336228382E-2,2.790808380E-1
1.098143448E1,-3.031329438E-2,1.091889478E-2,2.961845696E-1
1.098387063E1,-5.169294775E-2,6.642963737E-3,3.126774430E-1
1.098630672E1,-7.368344814E-2,-7.635590737E-5,3.291703165E-1
1.098874286E1,-9.200886637E-2,-6.795675959E-3,3.487174213E-1
1.099117896E1,-1.121668294E-1,-1.351499557E-2,3.633777499E-1
1.099361510E1,-1.317139417E-1,-1.779092662E-2,3.792597950E-1
1.099605120E1,-1.469851285E-1,-2.084516361E-2,3.957526684E-1
1.099848734E1,-1.677539349E-1,-2.328855172E-2,4.128564000E-1
1.100092344E1,-1.842468083E-1,-2.145601064E-2,4.262950420E-1
1.100335958E1,-1.989071369E-1,-2.084516361E-2,4.397336841E-1
1.100579568E1,-2.129566222E-1,-2.145601064E-2,4.537831545E-1
1.100823182E1,-2.276169658E-1,-2.634278871E-2,4.641675651E-1
1.101066792E1,-2.410555929E-1,-3.122956678E-2,4.751628041E-1
1.101310406E1,-2.514399886E-1,-3.611634299E-2,4.818821251E-1
1.101554016E1,-2.581593096E-1,-4.100312293E-2,4.873797596E-1
1.101797625E1,-2.667111754E-1,-4.527905211E-2,4.904339910E-1
1.102041240E1,-2.728196681E-1,-4.833329096E-2,4.916556776E-1
1.102284849E1,-2.764847279E-1,-4.650074616E-2,4.910448492E-1
1.102528464E1,-2.783172727E-1,-4.527905211E-2,4.867689013E-1
1.102772073E1,-2.783172727E-1,-4.100312293E-2,4.794387519E-1
1.103015688E1,-2.746522129E-1,-3.489464894E-2,4.727194309E-1
1.103259297E1,-2.703762650E-1,-3.000787087E-2,4.598916173E-1
1.103502912E1,-2.648786306E-1,-2.573194169E-2,4.470638335E-1
1.103746521E1,-2.526617050E-1,-2.267770469E-2,4.293492734E-1
1.103990136E1,-2.410555929E-1,-2.023431472E-2,4.116346836E-1
1.104233745E1,-2.276169658E-1,-2.023431472E-2,3.920875788E-1
1.104477359E1,-2.111240774E-1,-1.840177365E-2,3.676536977E-1
1.104720969E1,-1.921878159E-1,-1.534753758E-2,3.419981003E-1
1.104964578E1,-1.738623977E-1,-1.412584260E-2,3.145099878E-1
1.105208193E1,-1.555369794E-1,-1.351499557E-2,2.851893008E-1
1.105451802E1,-1.341573298E-1,-7.406522986E-3,2.552577853E-1
1.105695417E1,-1.115559787E-1,-7.635590737E-5,2.253262848E-1
1.105939026E1,-8.712209016E-2,1.152974181E-2,1.953947693E-1
1.106182641E1,-6.329904497E-2,2.008160390E-2,1.660740972E-1
1.106426250E1,-4.069769755E-2,2.924431302E-2,1.373642832E-1
1.106669865E1,-1.504211407E-2,4.023956135E-2,1.104869992E-1
1.106913474E1,9.391776286E-3,4.879142344E-2,8.422056586E-2
1.107157089E1,3.321481869E-2,5.734328553E-2,5.978667364E-2
1.107400698E1,5.581616983E-2,6.589514762E-2,3.657447919E-2
1.107644307E1,8.025006205E-2,7.505785674E-2,1.580567285E-2
1.107887922E1,9.979717433E-2,8.055548370E-2,-4.352286924E-3
1.108131531E1,1.181225851E-1,8.666395396E-2,-2.267770469E-2
1.108375146E1,1.352263093E-1,9.216158092E-2,-3.672719002E-2
1.108618755E1,1.486649513E-1,9.827005118E-2,-5.260922015E-2
1.108862370E1,1.602710485E-1,1.001025960E-1,-6.543701142E-2
1.109105979E1,1.694337577E-1,1.037676781E-1,-7.398887724E-2
1.109349594E1,1.761530787E-1,1.092653051E-1,-8.070819080E-2
1.109593203E1,1.779856235E-1,1.110978425E-1,-8.376242965E-2
1.109836818E1,1.798181683E-1,1.141520813E-1,-8.498412371E-2
1.110080427E1,1.798181683E-1,1.159846261E-1,-8.437328041E-2
1.110324042E1,1.737096906E-1,1.117086932E-1,-8.131904155E-2
1.110567651E1,1.676012129E-1,1.068219170E-1,-7.948649675E-2
1.110811266E1,1.621035933E-1,1.043785289E-1,-7.337802649E-2
1.111054875E1,1.529408842E-1,9.888090193E-2,-6.665870547E-2
1.111298490E1,1.407239437E-1,9.277242422E-2,-5.932854116E-2
1.111542099E1,1.291178465E-1,8.666395396E-2,-5.077667907E-2
1.111785708E1,1.162900478E-1,8.238802105E-2,-3.794888780E-2
1.112029323E1,1.028514057E-1,7.872293890E-2,-2.878617682E-2
1.112272932E1,8.758022636E-2,7.200361788E-2,-1.351499557E-2
1.112516547E1,6.986565888E-2,6.528430432E-2,-6.872031372E-4
1.112760156E1,5.337277800E-2,5.856497958E-2,1.641651988E-2
1.113003771E1,3.687990457E-2,5.245650932E-2,3.046600707E-2
1.113247380E1,2.160872146E-2,4.512634128E-2,4.695888236E-2
1.113490995E1,5.115845706E-3,3.779617324E-2,6.528430432E-2
1.113734604E1,-1.076618303E-2,3.290939704E-2,8.177717775E-2
1.113978219E1,-2.664821222E-2,2.008160390E-2,9.949174523E-2
1.114221828E1,-4.191939160E-2,9.697199799E-3,1.141520813E-1
1.114465438E1,-5.291464552E-2,-4.963133950E-3,1.294232607E-1
1.114709052E1,-6.635328382E-2,-1.901262067E-2,1.434727460E-1
1.114952662E1,-7.612683624E-2,-3.367295489E-2,1.563005447E-1
1.115196276E1,-8.712209016E-2,-4.955498502E-2,1.685174853E-1
1.115439886E1,-9.506310523E-2,-6.177192926E-2,1.813452840E-1
1.115683500E1,-1.017824262E-1,-7.704310864E-2,1.929513812E-1
1.115927109E1,-1.054475084E-1,-9.170344472E-2,2.027249336E-1
1.116170724E1,-1.103342846E-1,-1.039203927E-1,2.118876427E-1
1.116414333E1,-1.133885235E-1,-1.149156392E-1,2.222720534E-1
1.116657948E1,-1.146102175E-1,-1.253000498E-1,2.283805162E-1
1.116901557E1,-1.152210608E-1,-1.332410574E-1,2.350998372E-1
1.117145167E1,-1.152210608E-1,-1.424037665E-1,2.393757701E-1
1.117388781E1,-1.146102175E-1,-1.503447890E-1,2.412083149E-1
1.117632391E1,-1.133885235E-1,-1.546207070E-1,2.430408597E-1
1.117876005E1,-1.115559787E-1,-1.595074832E-1,2.436517030E-1
1.118119615E1,-1.103342846E-1,-1.613400280E-1,2.430408597E-1
1.118363229E1,-1.085017473E-1,-1.613400280E-1,2.393757701E-1
1.118606839E1,-1.048366576E-1,-1.588966399E-1,2.338781506E-1
1.118850453E1,-1.011715755E-1,-1.552315652E-1,2.277696729E-1
1.119094063E1,-9.933903813E-2,-1.503447890E-1,2.198286504E-1
1.119337677E1,-9.628479928E-2,-1.448471546E-1,2.100550979E-1
1.119581286E1,-9.384141117E-2,-1.375169903E-1,2.008923888E-1
1.119824901E1,-9.017632902E-2,-1.301868260E-1,1.886754483E-1
1.120068511E1,-8.834378421E-2,-1.246891990E-1,1.764585078E-1
1.120312120E1,-8.467870206E-2,-1.143047959E-1,1.636307091E-1
1.120555734E1,-8.284615725E-2,-1.069746241E-1,1.501920670E-1
1.120799344E1,-8.162446320E-2,-9.842276573E-2,1.324774921E-1
1.121042958E1,-8.040276915E-2,-8.803836256E-2,1.172063202E-1
1.121286568E1,-7.795938104E-2,-7.582141459E-2,1.025459841E-1
1.121530182E1,-7.918107510E-2,-6.177192926E-2,8.788564801E-2
1.121773792E1,-7.795938104E-2,-4.650074616E-2,6.833853573E-2
1.122017406E1,-7.612683624E-2,-3.184041381E-2,5.001311749E-2
1.122261016E1,-7.612683624E-2,-1.779092662E-2,3.046600707E-2
1.122504630E1,-7.612683624E-2,-2.519744914E-3,1.030804776E-2
1.122748240E1,-7.612683624E-2,9.086352773E-3,-1.168245357E-2
1.122991849E1,-7.490514219E-2,2.069245093E-2,-3.122956678E-2
1.123235464E1,-7.551599294E-2,2.924431302E-2,-5.505260825E-2
1.123479073E1,-7.429429889E-2,3.718532622E-2,-7.704310864E-2
1.123722688E1,-7.185091078E-2,4.329380020E-2,-9.964445978E-2
1.123966297E1,-7.124006003E-2,4.573718831E-2,-1.198024154E-1
1.124209912E1,-6.940752268E-2,4.695888236E-2,-1.393495351E-1
1.124453521E1,-6.574243307E-2,4.879142344E-2,-1.564532518E-1
1.124697136E1,-6.329904497E-2,4.940227047E-2,-1.705027372E-1
1.124940745E1,-6.024480984E-2,5.062396824E-2,-1.839413792E-1
1.125184359E1,-5.413633958E-2,5.367820337E-2,-1.943257898E-1
1.125427969E1,-4.986040667E-2,5.428905040E-2,-2.022667974E-1
1.125671583E1,-4.558447748E-2,5.612159148E-2,-2.059318870E-1
1.125915193E1,-3.825430945E-2,5.978667364E-2,-2.102078199E-1
1.126158807E1,-3.214583546E-2,6.284090877E-2,-2.114295065E-1
1.126402417E1,-2.603736520E-2,6.284090877E-2,-2.095969617E-1
1.126646026E1,-1.992889121E-2,6.284090877E-2,-2.053210288E-1
1.126889641E1,-1.259872504E-2,5.795413256E-2,-1.986017078E-1
1.127133255E1,-4.046862945E-3,5.367820337E-2,-1.912715435E-1
1.127376865E1,1.450762269E-3,4.940227047E-2,-1.839413792E-1
1.127620474E1,9.391776286E-3,4.512634128E-2,-1.741678268E-1
1.127864089E1,1.611109637E-2,3.901786730E-2,-1.607291847E-1
1.128107698E1,2.099787444E-2,3.229855001E-2,-1.497339308E-1
1.128351313E1,2.710634656E-2,2.741177008E-2,-1.344627589E-1
1.128594922E1,3.443651274E-2,2.619007602E-2,-1.216349602E-1
1.128838536E1,3.932329267E-2,2.191414498E-2,-1.075854748E-1
1.129082146E1,4.298837483E-2,2.069245093E-2,-9.353598952E-2
1.129325760E1,4.726430774E-2,2.191414498E-2,-7.948649675E-2
1.129569370E1,4.909684882E-2,2.252499200E-2,-6.360447407E-2
1.129812979E1,5.154023692E-2,2.496838197E-2,-4.772244394E-2
1.130056594E1,5.337277800E-2,2.557922900E-2,-3.550549597E-2
1.130300203E1,5.092938989E-2,2.619007602E-2,-2.084516361E-2
1.130543818E1,5.031854287E-2,2.863346599E-2,-6.795675959E-3
1.130787427E1,4.848600179E-2,2.863346599E-2,5.421269219E-3
1.131031042E1,4.543176666E-2,2.924431302E-2,1.763821393E-2
1.131274651E1,4.115583375E-2,2.924431302E-2,3.229855001E-2
1.131518266E1,3.504735976E-2,2.863346599E-2,4.207210615E-2
1.131761875E1,2.893888950E-2,2.863346599E-2,5.367820337E-2
1.132005490E1,2.283041552E-2,2.863346599E-2,6.345175952E-2
1.132249099E1,1.366770733E-2,2.680092305E-2,7.566870749E-2
1.132492708E1,6.948387716E-3,2.741177008E-2,8.360971510E-2
1.132736323E1,-3.436015919E-3,2.863346599E-2,9.277242422E-2
1.132979932E1,-1.382041909E-2,2.802261710E-2,1.001025960E-1
1.133223547E1,-2.420482226E-2,2.680092305E-2,1.049893722E-1
1.133467156E1,-3.520007432E-2,2.557922900E-2,1.117086932E-1
1.133710771E1,-4.802786559E-2,2.313583903E-2,1.184280142E-1
1.133954380E1,-6.024480984E-2,2.008160390E-2,1.245364845E-1
1.134197995E1,-7.062921673E-2,2.191414498E-2,1.263690293E-1
1.134441604E1,-8.467870206E-2,1.885990985E-2,1.306449622E-1
1.134685219E1,-9.689565003E-2,2.069245093E-2,1.349208951E-1
1.134928828E1,-1.103342846E-1,2.252499200E-2,1.367534250E-1
1.135172438E1,-1.231620759E-1,2.496838197E-2,1.391968131E-1
1.135416052E1,-1.366007179E-1,2.496838197E-2,1.422510594E-1
1.135659667E1,-1.469851285E-1,2.496838197E-2,1.440836042E-1
1.135903276E1,-1.573695242E-1,2.496838197E-2,1.465269923E-1
1.136146886E1,-1.701973230E-1,2.008160390E-2,1.489703804E-1
1.136390500E1,-1.793600321E-1,2.008160390E-2,1.501920670E-1
1.136634109E1,-1.903552711E-1,1.763821393E-2,1.501920670E-1
1.136877724E1,-1.982962936E-1,1.458397787E-2,1.501920670E-1
1.137121333E1,-2.080698460E-1,9.086352773E-3,1.508029103E-1
1.137364948E1,-2.135674655E-1,5.421269219E-3,1.508029103E-1
1.137608557E1,-2.196759433E-1,-7.635590737E-5,1.514137685E-1
1.137852172E1,-2.257844210E-1,-7.406522986E-3,1.532463133E-1
1.138095781E1,-2.300603539E-1,-1.412584260E-2,1.508029103E-1
1.138339391E1,-2.318928838E-1,-2.206685767E-2,1.471378356E-1
1.138583005E1,-2.325037420E-1,-3.000787087E-2,1.459161341E-1
1.138826615E1,-2.300603539E-1,-4.039227590E-2,1.422510594E-1
1.139070229E1,-2.251735777E-1,-4.711159319E-2,1.385859698E-1
1.139313839E1,-2.208976448E-1,-5.444176123E-2,1.318666488E-1
1.139557453E1,-2.141783237E-1,-6.177192926E-2,1.233147904E-1
1.139801063E1,-2.056264579E-1,-6.665870547E-2,1.165954694E-1
1.140044677E1,-1.952420622E-1,-7.093463838E-2,1.086544544E-1
1.140288286E1,-1.854684949E-1,-7.765395939E-2,9.582666308E-2
1.140531901E1,-1.738623977E-1,-8.376242965E-2,8.483141661E-2
1.140775511E1,-1.592020690E-1,-8.437328041E-2,7.261446863E-2
1.141019125E1,-1.457634270E-1,-8.864920586E-2,5.978667364E-2
1.141262734E1,-1.317139417E-1,-8.926005661E-2,4.695888236E-2
1.141506344E1,-1.164427623E-1,-8.803836256E-2,3.413109109E-2
1.141749958E1,-9.872818738E-2,-8.559497446E-2,1.641651988E-2
1.141993568E1,-8.284615725E-2,-8.437328041E-2,2.977880416E-3
1.142237182E1,-6.635328382E-2,-8.009734750E-2,-1.046075951E-2
1.142480792E1,-5.108210072E-2,-7.398887724E-2,-2.328855172E-2
1.142724406E1,-3.642176837E-2,-6.665870547E-2,-3.489464894E-2
1.142968016E1,-2.298312820E-2,-5.810684711E-2,-4.650074616E-2
1.143211630E1,-1.015533600E-2,-5.077667907E-2,-5.627430230E-2
1.143455240E1,1.450762269E-3,-4.100312293E-2,-6.421531737E-2
1.143698854E1,1.183516532E-2,-3.184041381E-2,-7.276718318E-2
1.143942464E1,2.099787444E-2,-2.023431472E-2,-7.582141459E-2
1.144186073E1,2.649549954E-2,-8.628217503E-3,-8.315158635E-2
1.144429688E1,3.077143058E-2,5.421269219E-3,-8.315158635E-2
1.144673297E1,3.260397166E-2,2.313583903E-2,-8.681666851E-2
1.144916912E1,3.260397166E-2,4.085041210E-2,-8.498412371E-2
1.145160521E1,2.832804248E-2,5.795413256E-2,-8.681666851E-2
1.145404136E1,2.344126441E-2,7.200361788E-2,-8.681666851E-2
1.145647745E1,1.794363745E-2,8.422056586E-2,-8.864920586E-2
1.145891359E1,8.170082234E-3,9.277242422E-2,-8.987089992E-2
1.146134969E1,-2.214321401E-3,9.704835713E-2,-9.109259397E-2
1.146378583E1,-1.259872504E-2,9.765920788E-2,-9.475768358E-2
1.146622193E1,-2.420482226E-2,9.277242422E-2,-9.720107168E-2
1.146865807E1,-3.458922729E-2,8.605311066E-2,-1.008661538E-1
1.147109417E1,-4.924955964E-2,7.750124484E-2,-1.051420867E-1
1.147353031E1,-6.268820167E-2,6.894938648E-2,-1.118614078E-1
1.147596641E1,-7.795938104E-2,6.100837141E-2,-1.136939451E-1
1.147840250E1,-9.139802307E-2,5.184566230E-2,-1.179698780E-1
1.148083865E1,-1.017824262E-1,4.329380020E-2,-1.204132661E-1
1.148327474E1,-1.127776727E-1,3.535278514E-2,-1.246891990E-1
1.148571089E1,-1.219403818E-1,2.557922900E-2,-1.277434379E-1
1.148814698E1,-1.292705536E-1,1.641651988E-2,-1.295759678E-1
1.149058313E1,-1.359898746E-1,4.199574701E-3,-1.289651245E-1
1.149301922E1,-1.408766508E-1,-1.168245357E-2,-1.283542812E-1
1.149545537E1,-1.408766508E-1,-1.962346770E-2,-1.277434379E-1
1.149789146E1,-1.414874941E-1,-2.878617682E-2,-1.259108931E-1
1.150032760E1,-1.384332627E-1,-3.672719002E-2,-1.222458109E-1
1.150276370E1,-1.323247850E-1,-4.466820508E-2,-1.185807213E-1
1.150519979E1,-1.256054640E-1,-5.016583204E-2,-1.143047959E-1
1.150763594E1,-1.152210608E-1,-5.016583204E-2,-1.118614078E-1
1.151007203E1,-1.042258143E-1,-5.322006717E-2,-1.063637808E-1
1.151250818E1,-9.261971712E-2,-5.993938819E-2,-1.033095419E-1
1.151494427E1,-7.795938104E-2,-6.238277629E-2,-1.008661538E-1
1.151738042E1,-6.452073902E-2,-6.116108224E-2,-9.597937763E-2
1.151981651E1,-5.047125369E-2,-6.116108224E-2,-8.987089992E-2
1.152225266E1,-3.703261539E-2,-5.566345528E-2,-8.498412371E-2
1.152468875E1,-2.542651631E-2,-5.077667907E-2,-7.826480269E-2
1.152712490E1,-1.320957206E-2,-4.283566400E-2,-6.788039953E-2
1.152956099E1,-9.926267667E-4,-3.428380191E-2,-5.871769413E-2
1.153199708E1,1.061347127E-2,-2.573194169E-2,-4.894413799E-2
1.153443323E1,2.099787444E-2,-1.656923257E-2,-3.611634299E-2
1.153686932E1,2.710634656E-2,-1.534753758E-2,-2.328855172E-2
1.153930547E1,3.321481869E-2,-1.107160654E-2,-9.849912487E-3
1.154174156E1,3.749075159E-2,-6.184828468E-3,6.032116711E-3
1.154417771E1,3.810159862E-2,-4.963133950E-3,2.191414498E-2
1.154661380E1,3.810159862E-2,5.344913807E-4,3.962871432E-2
1.154904995E1,3.504735976E-2,4.199574701E-3,5.673243850E-2
1.155148604E1,3.016058356E-2,4.199574701E-3,7.627955079E-2
1.155392219E1,2.527380548E-2,6.032116711E-3,9.460496902E-2
1.155635828E1,1.916533336E-2,6.642963737E-3,1.147629321E-1
1.155879443E1,1.122431830E-2,3.588727675E-3,1.330883503E-1
1.156123052E1,3.283303929E-3,-1.298050396E-3,1.501920670E-1
1.156366662E1,-5.879404955E-3,-6.795675959E-3,1.691283286E-1
1.156610276E1,-1.504211407E-2,-1.595838554E-2,1.831778288E-1
1.156853886E1,-2.237228118E-2,-2.573194169E-2,1.966164559E-1
1.157097500E1,-2.786990628E-2,-3.061871976E-2,2.106659412E-1
1.157341109E1,-3.336753324E-2,-4.405735806E-2,2.192178071E-1
1.157584724E1,-4.130854458E-2,-5.932854116E-2,2.265479714E-1
1.157828333E1,-4.497363046E-2,-7.459972054E-2,2.338781506E-1
1.158071948E1,-4.741701856E-2,-9.231429547E-2,2.393757701E-1
1.158315557E1,-4.741701856E-2,-1.094180122E-1,2.436517030E-1
1.158559172E1,-4.741701856E-2,-1.259108931E-1,2.460950911E-1
1.158802781E1,-4.680617154E-2,-1.399603784E-1,2.509818673E-1
1.159046391E1,-4.130854458E-2,-1.521773189E-1,2.528144121E-1
1.159290005E1,-3.397838026E-2,-1.588966399E-1,2.564795017E-1
1.159533615E1,-2.603736520E-2,-1.692810506E-1,2.613662779E-1
1.159777229E1,-1.565296017E-2,-1.766112149E-1,2.668638825E-1
1.160020839E1,-6.490251981E-3,-1.827196926E-1,2.717506886E-1
1.160264453E1,5.726693198E-3,-1.863847673E-1,2.754157484E-1
1.160508063E1,2.099787444E-2,-1.857739240E-1,2.827459276E-1
1.160751677E1,3.382566571E-2,-1.857739240E-1,2.882435620E-1
1.160995286E1,4.665346071E-2,-1.839413792E-1,2.986279428E-1
1.161238901E1,6.253548712E-2,-1.766112149E-1,3.065689802E-1
1.161482511E1,7.719582319E-2,-1.662268043E-1,3.138991296E-1
1.161726120E1,9.124530852E-2,-1.540098637E-1,3.224509954E-1
1.161969734E1,1.052947938E-1,-1.381278336E-1,3.297811747E-1
1.162213344E1,1.169008911E-1,-1.216349602E-1,3.334462345E-1
1.162456958E1,1.272853017E-1,-1.069746241E-1,3.413872719E-1
1.162700568E1,1.352263093E-1,-9.292513877E-2,3.450523317E-1
1.162944182E1,1.413347870E-1,-7.582141459E-2,3.493282795E-1
1.163187792E1,1.456107199E-1,-6.055023521E-2,3.536041975E-1
1.163431406E1,1.480541080E-1,-4.405735806E-2,3.560476005E-1
1.163675016E1,1.443890184E-1,-3.061871976E-2,3.597126901E-1
1.163918630E1,1.419456303E-1,-1.412584260E-2,3.615452349E-1
1.164162240E1,1.333937645E-1,-3.741439432E-3,3.658211529E-1
1.164405849E1,1.236202121E-1,9.697199799E-3,3.682645559E-1
1.164649464E1,1.101815775E-1,2.008160390E-2,3.682645559E-1
1.164893073E1,9.368869662E-2,3.168770298E-2,3.694862425E-1
1.165136688E1,7.597412914E-2,4.146125913E-2,3.700970709E-1
1.165380297E1,5.581616983E-2,5.367820337E-2,3.688753843E-1
1.165623912E1,3.260397166E-2,6.161921844E-2,3.676536977E-1
1.165867521E1,8.780929260E-3,7.139277458E-2,3.633777499E-1
1.166111136E1,-1.259872504E-2,7.872293890E-2,3.597126901E-1
1.166354745E1,-4.069769755E-2,8.116632700E-2,3.542150557E-1
1.166598359E1,-6.574243307E-2,8.238802105E-2,3.456631899E-1
1.166841969E1,-8.895463496E-2,8.483141661E-2,3.358896375E-1
1.167085583E1,-1.139993668E-1,7.994463295E-2,3.255052269E-1
1.167329193E1,-1.347681731E-1,7.383616269E-2,3.175642192E-1
1.167572807E1,-1.567586809E-1,6.528430432E-2,3.077906668E-1
1.167816417E1,-1.787491739E-1,5.245650932E-2,3.010713458E-1
1.168060026E1,-1.946312040E-1,4.390464723E-2,2.925194800E-1
1.168303641E1,-2.080698460E-1,3.229855001E-2,2.876327038E-1
1.168547250E1,-2.190651000E-1,2.374668792E-2,2.845784724E-1
1.168790865E1,-2.270061076E-1,1.152974181E-2,2.815242410E-1
1.169034474E1,-2.337254286E-1,-1.908897655E-3,2.821350694E-1
1.169278089E1,-2.373905182E-1,-1.351499557E-2,2.815242410E-1
1.169521698E1,-2.331145853E-1,-2.206685767E-2,2.827459276E-1
1.169765313E1,-2.288386524E-1,-3.367295489E-2,2.876327038E-1
1.170008922E1,-2.239518762E-1,-4.344651103E-2,2.943520248E-1
1.170252531E1,-2.117349356E-1,-5.444176123E-2,2.998496592E-1
1.170496146E1,-1.976854503E-1,-6.238277629E-2,3.102340400E-1
1.170739755E1,-1.824142635E-1,-7.337802649E-2,3.206184506E-1
1.170983370E1,-1.659213901E-1,-8.070819080E-2,3.316137195E-1
1.171226979E1,-1.469851285E-1,-8.376242965E-2,3.438306451E-1
1.171470594E1,-1.243837699E-1,-8.864920586E-2,3.584909737E-1
1.171714203E1,-1.023932695E-1,-9.414683282E-2,3.719296157E-1
1.171957818E1,-7.857023180E-2,-1.014770046E-1,3.853682578E-1
1.172201427E1,-5.535803363E-2,-1.063637808E-1,3.994177580E-1
1.172445042E1,-2.848075330E-2,-1.106397063E-1,4.140780866E-1
1.172688651E1,-5.268557463E-3,-1.155264899E-1,4.287384152E-1
1.172932266E1,1.855448633E-2,-1.191915721E-1,4.415661991E-1
1.173175875E1,4.298837483E-2,-1.191915721E-1,4.543940127E-1
1.173419484E1,6.497887522E-2,-1.167481840E-1,4.647783935E-1
1.173663099E1,8.635853231E-2,-1.112505570E-1,4.782170355E-1
1.173906708E1,1.077381819E-1,-1.045312360E-1,4.867689013E-1
1.174150323E1,1.260636002E-1,-9.842276573E-2,4.934882224E-1
1.174393932E1,1.443890184E-1,-8.864920586E-2,4.947099090E-1
1.174637547E1,1.602710485E-1,-7.704310864E-2,4.995967150E-1
1.174881156E1,1.730988473E-1,-6.665870547E-2,4.983749986E-1
1.175124771E1,1.828723997E-1,-5.810684711E-2,4.977641702E-1
1.175368380E1,1.938676536E-1,-4.833329096E-2,4.904339910E-1
1.175611995E1,2.005869746E-1,-4.100312293E-2,4.855472147E-1
1.175855604E1,2.042520493E-1,-3.611634299E-2,4.751628041E-1
1.176099214E1,2.079171389E-1,-3.367295489E-2,4.672217965E-1
1.176342828E1,2.091388255E-1,-3.245126083E-2,4.574482441E-1
1.176586438E1,2.085279822E-1,-3.000787087E-2,4.452312887E-1
1.176830052E1,2.036412060E-1,-3.122956678E-2,4.354577363E-1
1.177073662E1,1.969218850E-1,-3.306210786E-2,4.262950420E-1
1.177317276E1,1.895917207E-1,-3.550549597E-2,4.171323180E-1
1.177560886E1,1.810398549E-1,-3.794888780E-2,4.085804522E-1
1.177804500E1,1.724879891E-1,-4.039227590E-2,4.006394446E-1
1.178048109E1,1.627144367E-1,-4.283566400E-2,3.939201236E-1
1.178291724E1,1.517191827E-1,-4.405735806E-2,3.896442056E-1
1.178535333E1,1.413347870E-1,-4.527905211E-2,3.859791160E-1
1.178778943E1,1.309503764E-1,-4.711159319E-2,3.817031682E-1
1.179022557E1,1.199551299E-1,-4.833329096E-2,3.786489367E-1
1.179266167E1,1.083490327E-1,-5.016583204E-2,3.755947053E-1
1.179509781E1,9.918632358E-2,-5.077667907E-2,3.713187873E-1
1.179753391E1,9.002361447E-2,-5.199837312E-2,3.707079291E-1
1.179997005E1,8.330429345E-2,-5.505260825E-2,3.652102947E-1
1.180240615E1,7.597412914E-2,-5.749600008E-2,3.621560633E-1
1.180484229E1,6.925480813E-2,-6.299362332E-2,3.603235185E-1
1.180727839E1,6.497887522E-2,-6.665870547E-2,3.554367423E-1
1.180971453E1,6.253548712E-2,-6.788039953E-2,3.529933691E-1
1.181215063E1,6.009209901E-2,-7.154548168E-2,3.487174213E-1
1.181458672E1,5.887040496E-2,-7.154548168E-2,3.468848765E-1
1.181702286E1,5.948125198E-2,-7.215633243E-2,3.438306451E-1
1.181945896E1,5.887040496E-2,-7.276718318E-2,3.395547271E-1
1.182189511E1,6.009209901E-2,-7.215633243E-2,3.371113241E-1
1.182433120E1,6.436803192E-2,-7.093463838E-2,3.334462345E-1
1.182676734E1,6.681142002E-2,-7.215633243E-2,3.285594583E-1
1.182920344E1,7.230904698E-2,-7.276718318E-2,3.218401372E-1
1.183163958E1,7.658497244E-2,-7.276718318E-2,3.163425326E-1
1.183407568E1,8.025006205E-2,-7.032378763E-2,3.108448982E-1
